axis,level_key,level_order,level_label,map_id,query_id,map_seed,query_seed,trunk_count,trunk_gap_m,gap_to_vehicle_width,obstacle_ratio,distance_min_m,distance_max_m,start,goal,euclidean_distance_m,teacher_success,teacher_failure_reason,teacher_time_s,teacher_expansions,teacher_path_length_m,timed_out,query_sampled,tree_density_per_100m2
density,d00,0,"d00:trees=40,gap=1.35m",2,0,20280622,20290820,40,1.35,1.8243243243243246,0.009944444444444445,8.0,,"[11.0, 24.1, -1.6003443746967905]","[10.4, 3.8000000000000003, -1.6003443746967905]",20.308865059377396,False,timeout,2.503399610519409,4073,0.0,True,True,4.444444444444444
density,d00,0,"d00:trees=40,gap=1.35m",2,1,20280622,20290821,40,1.35,1.8243243243243246,0.009944444444444445,8.0,,"[29.0, 24.0, -2.7946757887958547]","[3.0, 14.600000000000001, -2.7946757887958547]",27.64706132665821,True,,0.303436279296875,185,28.545214181437117,False,True,4.444444444444444
density,d00,0,"d00:trees=40,gap=1.35m",2,2,20280622,20290822,40,1.35,1.8243243243243246,0.009944444444444445,8.0,,"[14.200000000000001, 22.400000000000002, -2.771824118796376]","[1.3, 17.400000000000002, -2.771824118796376]",13.8351002887583,True,,0.14432168006896973,1,13.8351002887583,False,True,4.444444444444444
density,d00,0,"d00:trees=40,gap=1.35m",2,3,20280622,20290823,40,1.35,1.8243243243243246,0.009944444444444445,8.0,,"[28.6, 12.700000000000001, 2.5191209490427178]","[20.1, 18.8, 2.5191209490427178]",10.462313319720453,True,,0.14885783195495605,9,10.814762794983116,False,True,4.444444444444444
density,d00,0,"d00:trees=40,gap=1.35m",2,4,20280622,20290824,40,1.35,1.8243243243243246,0.009944444444444445,8.0,,"[12.5, 22.6, -1.35970299357215]","[14.3, 14.200000000000001, -1.35970299357215]",8.590692637965812,True,,0.20502138137817383,85,8.738671711981851,False,True,4.444444444444444
density,d01,1,"d01:trees=55,gap=1.25m",3,0,20281620,20300620,55,1.25,1.6891891891891893,0.011888888888888888,8.0,,"[22.1, 14.3, 1.252141737738804]","[25.3, 24.0, 1.252141737738804]",10.21420579389313,True,,0.1453864574432373,1,10.21420579389313,False,True,6.11111111111111
density,d01,1,"d01:trees=55,gap=1.25m",3,1,20281620,20300621,55,1.25,1.6891891891891893,0.011888888888888888,8.0,,"[16.1, 29.0, -1.7824886416770664]","[11.200000000000001, 6.2, -1.7824886416770664]",23.320591759215716,True,,0.2398836612701416,171,23.775088188337786,False,True,6.11111111111111
density,d01,1,"d01:trees=55,gap=1.25m",3,2,20281620,20300622,55,1.25,1.6891891891891893,0.011888888888888888,8.0,,"[11.3, 5.1000000000000005, 1.9853032013796825]","[3.6, 22.6, 1.9853032013796825]",19.11910039724673,True,,0.15465116500854492,17,19.274326654957484,False,True,6.11111111111111
density,d01,1,"d01:trees=55,gap=1.25m",3,3,20281620,20300623,55,1.25,1.6891891891891893,0.011888888888888888,8.0,,"[28.5, 19.1, 2.85729991565191]","[13.100000000000001, 23.6, 2.85729991565191]",16.044001994514957,True,,0.17975616455078125,36,16.912680980959546,False,True,6.11111111111111
density,d01,1,"d01:trees=55,gap=1.25m",3,4,20281620,20300624,55,1.25,1.6891891891891893,0.011888888888888888,8.0,,"[0.5, 20.8, -1.4695395337649262]","[2.4000000000000004, 2.1, -1.4695395337649262]",18.796276226955168,True,,0.1443028450012207,1,18.796276226955168,False,True,6.11111111111111
density,d01,1,"d01:trees=55,gap=1.25m",4,0,20281621,20300720,55,1.25,1.6891891891891893,0.011922222222222223,8.0,,"[12.8, 21.400000000000002, -0.6575282448374484]","[20.700000000000003, 15.3, -0.6575282448374484]",9.980981915623335,True,,1.02744460105896,1119,10.150051051658226,False,True,6.11111111111111
density,d01,1,"d01:trees=55,gap=1.25m",4,1,20281621,20300721,55,1.25,1.6891891891891893,0.011922222222222223,8.0,,"[8.200000000000001, 29.5, -0.00952352159361282]","[29.200000000000003, 29.3, -0.00952352159361282]",21.00095235935742,True,,1.8104498386383057,2905,21.2684430005036,False,True,6.11111111111111
density,d01,1,"d01:trees=55,gap=1.25m",4,2,20281621,20300722,55,1.25,1.6891891891891893,0.011922222222222223,8.0,,"[10.0, 23.200000000000003, -2.7770666511828583]","[2.4000000000000004, 20.3, -2.7770666511828583]",8.1344944526381,True,,0.1855940818786621,64,8.252994866653049,False,True,6.11111111111111
density,d01,1,"d01:trees=55,gap=1.25m",4,3,20281621,20300723,55,1.25,1.6891891891891893,0.011922222222222223,8.0,,"[18.8, 22.900000000000002, 0.22082876972934826]","[28.6, 25.1, 0.22082876972934826]",10.043903623591776,True,,0.1738276481628418,49,10.129317440183044,False,True,6.11111111111111
density,d01,1,"d01:trees=55,gap=1.25m",4,4,20281621,20300724,55,1.25,1.6891891891891893,0.011922222222222223,8.0,,"[29.1, 20.1, -2.921025276204409]","[6.800000000000001, 15.100000000000001, -2.921025276204409]",22.85366491396949,True,,0.20422983169555664,127,23.310175213090258,False,True,6.11111111111111
density,d01,1,"d01:trees=55,gap=1.25m",5,0,20281622,20300820,55,1.25,1.6891891891891893,0.011433333333333334,8.0,,"[4.2, 27.200000000000003, -1.5519306407732258]","[4.5, 11.3, -1.5519306407732258]",15.902829936838287,True,,0.15141606330871582,9,16.01140848835679,False,True,6.11111111111111
density,d01,1,"d01:trees=55,gap=1.25m",5,1,20281622,20300821,55,1.25,1.6891891891891893,0.011433333333333334,8.0,,"[0.7000000000000001, 15.200000000000001, 0.46569678646041707]","[20.200000000000003, 25.0, 0.46569678646041707]",21.82406928141496,True,,0.8960480690002441,1183,23.0732469256854,False,True,6.11111111111111
density,d01,1,"d01:trees=55,gap=1.25m",5,2,20281622,20300822,55,1.25,1.6891891891891893,0.011433333333333334,8.0,,"[15.200000000000001, 19.5, -1.358151404437125]","[17.1, 10.700000000000001, -1.358151404437125]",9.00277734924062,True,,0.14607882499694824,1,9.00277734924062,False,True,6.11111111111111
density,d01,1,"d01:trees=55,gap=1.25m",5,3,20281622,20300823,55,1.25,1.6891891891891893,0.011433333333333334,8.0,,"[12.0, 26.3, -1.8838514481797601]","[6.4, 9.0, -1.8838514481797601]",18.183783984638623,True,,0.18724632263183594,79,18.490058790644635,False,True,6.11111111111111
density,d01,1,"d01:trees=55,gap=1.25m",5,4,20281622,20300824,55,1.25,1.6891891891891893,0.011433333333333334,8.0,,"[3.5, 14.5, 0.7183845653526433]","[19.400000000000002, 28.400000000000002, 0.7183845653526433]",21.11918559035836,True,,0.1760859489440918,81,21.347788883990898,False,True,6.11111111111111
density,d02,2,"d02:trees=70,gap=1.15m",6,0,20282620,20310620,70,1.15,1.554054054054054,0.015933333333333334,8.0,,"[19.200000000000003, 6.5, 1.2614674937202097]","[22.3, 16.2, 1.2614674937202097]",10.183319694480772,True,,0.15436768531799316,8,10.194080035233558,False,True,7.777777777777776
density,d02,2,"d02:trees=70,gap=1.15m",6,1,20282620,20310621,70,1.15,1.554054054054054,0.015933333333333334,8.0,,"[1.3, 10.100000000000001, 0.9544993893988254]","[9.8, 22.1, 0.9544993893988254]",14.705441169852742,True,,0.2584259510040283,163,15.236948577710235,False,True,7.777777777777776
density,d02,2,"d02:trees=70,gap=1.15m",6,2,20282620,20310622,70,1.15,1.554054054054054,0.015933333333333334,8.0,,"[13.100000000000001, 22.200000000000003, 2.9949261597926005]","[4.3, 23.5, 2.9949261597926005]",8.895504482602435,True,,0.15574908256530762,19,9.012907587437255,False,True,7.777777777777776
density,d02,2,"d02:trees=70,gap=1.15m",6,3,20282620,20310623,70,1.15,1.554054054054054,0.015933333333333334,8.0,,"[7.5, 16.6, 0.9673628493566341]","[12.600000000000001, 24.0, 0.9673628493566341]",8.987213138676527,True,,0.14369940757751465,1,8.987213138676527,False,True,7.777777777777776
density,d02,2,"d02:trees=70,gap=1.15m",6,4,20282620,20310624,70,1.15,1.554054054054054,0.015933333333333334,8.0,,"[4.800000000000001, 19.0, 0.2860514417173182]","[23.5, 24.5, 0.2860514417173182]",19.492049661336285,True,,0.1495060920715332,25,21.344919538821017,False,True,7.777777777777776
density,d02,2,"d02:trees=70,gap=1.15m",7,0,20282621,20310720,70,1.15,1.554054054054054,0.0154,8.0,,"[21.400000000000002, 26.0, -2.5275736165818525]","[9.200000000000001, 17.400000000000002, -2.5275736165818525]",14.926486525636232,False,timeout,2.5001730918884277,3500,0.0,True,True,7.777777777777776
density,d02,2,"d02:trees=70,gap=1.15m",7,1,20282621,20310721,70,1.15,1.554054054054054,0.0154,8.0,,"[3.1, 8.5, 1.6738779353175968]","[1.9000000000000001, 20.1, 1.6738779353175968]",11.661903789690601,True,,0.576453685760498,640,11.813198743941584,False,True,7.777777777777776
density,d02,2,"d02:trees=70,gap=1.15m",7,2,20282621,20310722,70,1.15,1.554054054054054,0.0154,8.0,,"[2.9000000000000004, 7.300000000000001, -0.07320229908789708]","[17.900000000000002, 6.2, -0.07320229908789708]",15.04027925272666,True,,0.14506292343139648,1,15.04027925272666,False,True,7.777777777777776
density,d02,2,"d02:trees=70,gap=1.15m",7,3,20282621,20310723,70,1.15,1.554054054054054,0.0154,8.0,,"[28.8, 8.0, 2.4849547425859173]","[8.3, 23.8, 2.4849547425859173]",25.88223328849348,False,timeout,2.501201629638672,4121,0.0,True,True,7.777777777777776
density,d02,2,"d02:trees=70,gap=1.15m",7,4,20282621,20310724,70,1.15,1.554054054054054,0.0154,8.0,,"[7.9, 2.7, -0.062067068891926605]","[25.6, 1.6, -0.062067068891926605]",17.734147850968203,True,,0.21379685401916504,129,17.818277048181503,False,True,7.777777777777776
density,d02,2,"d02:trees=70,gap=1.15m",8,0,20282622,20310820,70,1.15,1.554054054054054,0.01501111111111111,8.0,,"[23.0, 29.0, -2.536350378847696]","[5.800000000000001, 17.1, -2.536350378847696]",20.915305400591212,True,,0.16302156448364258,25,21.207139837371148,False,True,7.777777777777776
density,d02,2,"d02:trees=70,gap=1.15m",8,1,20282622,20310821,70,1.15,1.554054054054054,0.01501111111111111,8.0,,"[3.5, 4.2, 0.8511207805878576]","[25.5, 29.3, 0.8511207805878576]",33.376788341600516,False,timeout,2.5016367435455322,4177,0.0,True,True,7.777777777777776
density,d02,2,"d02:trees=70,gap=1.15m",8,2,20282622,20310822,70,1.15,1.554054054054054,0.01501111111111111,8.0,,"[17.1, 27.3, -2.7257808645651647]","[1.7000000000000002, 20.5, -2.7257808645651647]",16.834488409215176,True,,0.16230106353759766,33,16.989330588063087,False,True,7.777777777777776
density,d02,2,"d02:trees=70,gap=1.15m",8,3,20282622,20310823,70,1.15,1.554054054054054,0.01501111111111111,8.0,,"[24.900000000000002, 16.8, -2.7312587441605154]","[7.2, 9.1, -2.7312587441605154]",19.302331465395575,True,,0.46352481842041016,605,19.74660638617476,False,True,7.777777777777776
density,d02,2,"d02:trees=70,gap=1.15m",8,4,20282622,20310824,70,1.15,1.554054054054054,0.01501111111111111,8.0,,"[5.2, 7.300000000000001, 1.2220253232109897]","[11.200000000000001, 23.8, 1.2220253232109897]",17.55704986607944,True,,0.15856695175170898,17,17.704245778164854,False,True,7.777777777777776
density,d03,3,"d03:trees=85,gap=1.05m",9,0,20283620,20320620,85,1.05,1.418918918918919,0.018744444444444446,8.0,,"[12.100000000000001, 10.200000000000001, 1.4758446204521405]","[12.9, 18.6, 1.4758446204521405]",8.438009243891594,True,,0.17704057693481445,49,8.474252790489729,False,True,9.444444444444443
density,d03,3,"d03:trees=85,gap=1.05m",9,1,20283620,20320621,85,1.05,1.418918918918919,0.018744444444444446,8.0,,"[28.200000000000003, 7.5, 2.5948038127005457]","[0.6000000000000001, 24.3, 2.5948038127005457]",32.31098884280703,False,timeout,2.500056266784668,4177,0.0,True,True,9.444444444444443
density,d03,3,"d03:trees=85,gap=1.05m",9,2,20283620,20320622,85,1.05,1.418918918918919,0.018744444444444446,8.0,,"[6.5, 18.6, -1.8640992730215162]","[2.0, 3.7, -1.8640992730215162]",15.564703659241317,True,,0.39421534538269043,427,16.10830315856048,False,True,9.444444444444443
density,d03,3,"d03:trees=85,gap=1.05m",9,3,20283620,20320623,85,1.05,1.418918918918919,0.018744444444444446,8.0,,"[23.700000000000003, 4.6000000000000005, 2.9633251952905595]","[1.5, 8.6, 2.9633251952905595]",22.557482128996583,True,,0.30626702308654785,231,23.109542377304024,False,True,9.444444444444443
density,d03,3,"d03:trees=85,gap=1.05m",9,4,20283620,20320624,85,1.05,1.418918918918919,0.018744444444444446,8.0,,"[25.5, 26.6, -2.7711002478832194]","[13.4, 21.900000000000002, -2.7711002478832194]",12.980754985747168,True,,0.2574167251586914,145,13.457697504529035,False,True,9.444444444444443
density,d03,3,"d03:trees=85,gap=1.05m",10,0,20283621,20320720,85,1.05,1.418918918918919,0.018866666666666667,8.0,,"[18.900000000000002, 8.8, 2.2680839919872344]","[6.0, 24.200000000000003, 2.2680839919872344]",20.089051744669288,False,timeout,2.5004022121429443,3809,0.0,True,True,9.444444444444443
density,d03,3,"d03:trees=85,gap=1.05m",10,1,20283621,20320721,85,1.05,1.418918918918919,0.018866666666666667,8.0,,"[28.8, 17.5, -2.416231542187782]","[19.1, 8.9, -2.416231542187782]",12.963410045200298,True,,2.0405890941619873,2957,13.209244453795833,False,True,9.444444444444443
density,d03,3,"d03:trees=85,gap=1.05m",10,2,20283621,20320722,85,1.05,1.418918918918919,0.018866666666666667,8.0,,"[26.200000000000003, 24.5, -2.184955754086907]","[15.200000000000001, 8.9, -2.184955754086907]",19.08821626030049,False,timeout,2.502139091491699,3913,0.0,True,True,9.444444444444443
density,d03,3,"d03:trees=85,gap=1.05m",10,3,20283621,20320723,85,1.05,1.418918918918919,0.018866666666666667,8.0,,"[13.100000000000001, 22.1, -0.31938649260687874]","[25.8, 17.900000000000002, -0.31938649260687874]",13.376471881628577,True,,0.14476823806762695,1,13.376471881628577,False,True,9.444444444444443
density,d03,3,"d03:trees=85,gap=1.05m",10,4,20283621,20320724,85,1.05,1.418918918918919,0.018866666666666667,8.0,,"[18.3, 26.400000000000002, -3.0038564626294484]","[8.200000000000001, 25.0, -3.0038564626294484]",10.196568050084302,True,,0.14941835403442383,13,10.241660768006799,False,True,9.444444444444443
density,d03,3,"d03:trees=85,gap=1.05m",11,0,20283622,20320820,85,1.05,1.418918918918919,0.0191,8.0,,"[12.9, 29.200000000000003, -0.8326815064915637]","[28.0, 12.600000000000001, -0.8326815064915637]",22.44036541591959,False,timeout,2.501248359680176,6193,0.0,True,True,9.444444444444443
density,d03,3,"d03:trees=85,gap=1.05m",11,1,20283622,20320821,85,1.05,1.418918918918919,0.0191,8.0,,"[24.0, 1.2000000000000002, 3.0718370187195783]","[1.1, 2.8000000000000003, 3.0718370187195783]",22.955827146935917,True,,1.1606009006500244,1849,23.30951190405615,False,True,9.444444444444443
density,d03,3,"d03:trees=85,gap=1.05m",11,2,20283622,20320822,85,1.05,1.418918918918919,0.0191,8.0,,"[1.4000000000000001, 14.700000000000001, -0.7429526295974885]","[14.9, 2.3000000000000003, -0.7429526295974885]",18.330575550156627,False,timeout,2.500349998474121,3941,0.0,True,True,9.444444444444443
density,d03,3,"d03:trees=85,gap=1.05m",11,3,20283622,20320823,85,1.05,1.418918918918919,0.0191,8.0,,"[24.400000000000002, 29.400000000000002, -2.9606661928356717]","[16.2, 27.900000000000002, -2.9606661928356717]",8.336066218546973,True,,0.1522216796875,21,8.400108384253238,False,True,9.444444444444443
density,d03,3,"d03:trees=85,gap=1.05m",11,4,20283622,20320824,85,1.05,1.418918918918919,0.0191,8.0,,"[19.1, 28.0, -0.4906680581880707]","[26.400000000000002, 24.1, -0.4906680581880707]",8.276472678623424,True,,0.1678619384765625,43,8.417249710007258,False,True,9.444444444444443
density,d04,4,"d04:trees=100,gap=0.95m",12,0,20284620,20330620,100,0.95,1.2837837837837838,0.021388888888888888,8.0,,"[27.5, 8.200000000000001, -3.061762667877556]","[5.0, 6.4, -3.061762667877556]",22.571885167172013,True,,0.18869948387145996,97,22.61369150164146,False,True,11.111111111111109
density,d04,4,"d04:trees=100,gap=0.95m",12,1,20284620,20330621,100,0.95,1.2837837837837838,0.021388888888888888,8.0,,"[6.6000000000000005, 27.200000000000003, -0.9911181927662666]","[21.200000000000003, 4.9, -0.9911181927662666]",26.65426795093049,False,timeout,2.5003809928894043,4274,0.0,True,True,11.111111111111109
density,d04,4,"d04:trees=100,gap=0.95m",12,2,20284620,20330622,100,0.95,1.2837837837837838,0.021388888888888888,8.0,,"[11.600000000000001, 11.700000000000001, 0.3856809751692638]","[24.900000000000002, 17.1, 0.3856809751692638]",14.354441821262157,False,timeout,2.500027656555176,2512,0.0,True,True,11.111111111111109
density,d04,4,"d04:trees=100,gap=0.95m",12,3,20284620,20330623,100,0.95,1.2837837837837838,0.021388888888888888,8.0,,"[21.5, 1.1, 1.8025131679853472]","[17.3, 18.900000000000002, 1.8025131679853472]",18.28879438344693,False,timeout,2.5013091564178467,4015,0.0,True,True,11.111111111111109
density,d04,4,"d04:trees=100,gap=0.95m",12,4,20284620,20330624,100,0.95,1.2837837837837838,0.021388888888888888,8.0,,"[26.0, 1.4000000000000001, 2.2865399164637767]","[18.0, 10.600000000000001, 2.2865399164637767]",12.191800523302538,True,,2.057065486907959,2217,12.385795935079443,False,True,11.111111111111109
density,d04,4,"d04:trees=100,gap=0.95m",13,0,20284621,20330720,100,0.95,1.2837837837837838,0.022811111111111112,8.0,,"[18.6, 27.5, -3.101152285982223]","[1.3, 26.8, -3.101152285982223]",17.31415605797753,True,,0.1789083480834961,41,17.393078485265967,False,True,11.111111111111109
density,d04,4,"d04:trees=100,gap=0.95m",13,1,20284621,20330721,100,0.95,1.2837837837837838,0.022811111111111112,8.0,,"[26.900000000000002, 27.5, -3.0926521728257255]","[2.4000000000000004, 26.3, -3.0926521728257255]",24.529370150902775,True,,0.206892728805542,153,24.745285910619575,False,True,11.111111111111109
density,d04,4,"d04:trees=100,gap=0.95m",13,2,20284621,20330722,100,0.95,1.2837837837837838,0.022811111111111112,8.0,,"[26.5, 26.8, -1.4527042983758025]","[27.900000000000002, 15.0, -1.4527042983758025]",11.882760622010359,True,,1.207355260848999,1570,12.085722045320848,False,True,11.111111111111109
density,d04,4,"d04:trees=100,gap=0.95m",13,3,20284621,20330723,100,0.95,1.2837837837837838,0.022811111111111112,8.0,,"[18.3, 5.7, 0.9717809526236045]","[25.400000000000002, 16.1, 0.9717809526236045]",12.592458060283546,True,,0.7752575874328613,1031,12.903433185341916,False,True,11.111111111111109
density,d04,4,"d04:trees=100,gap=0.95m",13,4,20284621,20330724,100,0.95,1.2837837837837838,0.022811111111111112,8.0,,"[10.200000000000001, 16.900000000000002, 1.6567906179891374]","[9.200000000000001, 28.5, 1.6567906179891374]",11.643023662262305,True,,0.47092175483703613,553,11.853485632927454,False,True,11.111111111111109
density,d04,4,"d04:trees=100,gap=0.95m",14,0,20284622,20330820,100,0.95,1.2837837837837838,0.0218,8.0,,"[3.3000000000000003, 11.600000000000001, 0.9662787083611618]","[13.8, 26.8, 0.9662787083611618]",18.47403583411053,True,,0.6821937561035156,926,18.804683354440876,False,True,11.111111111111109
density,d04,4,"d04:trees=100,gap=0.95m",14,1,20284622,20330821,100,0.95,1.2837837837837838,0.0218,8.0,,"[13.700000000000001, 0.8, 1.6064954394742206]","[13.3, 12.0, 1.6064954394742206]",11.20714058089752,False,open_set_exhausted,0.14127755165100098,1,0.0,False,True,11.111111111111109
density,d04,4,"d04:trees=100,gap=0.95m",14,2,20284622,20330822,100,0.95,1.2837837837837838,0.0218,8.0,,"[1.1, 18.1, -0.7013271316839731]","[20.400000000000002, 1.8, -0.7013271316839731]",25.262224763468478,False,timeout,2.5002269744873047,3477,0.0,True,True,11.111111111111109
density,d04,4,"d04:trees=100,gap=0.95m",14,3,20284622,20330823,100,0.95,1.2837837837837838,0.0218,8.0,,"[17.3, 20.1, 1.465307018269806]","[18.2, 28.6, 1.465307018269806]",8.54751425854324,True,,0.14416193962097168,7,8.58943766108016,False,True,11.111111111111109
density,d04,4,"d04:trees=100,gap=0.95m",14,4,20284622,20330824,100,0.95,1.2837837837837838,0.0218,8.0,,"[12.700000000000001, 6.2, 0.9234784426425643]","[28.5, 27.1, 0.9234784426425643]",26.200190838999628,False,timeout,2.500023126602173,4182,0.0,True,True,11.111111111111109
density,d05,5,"d05:trees=115,gap=0.90m",15,0,20285620,20340620,115,0.9,1.2162162162162162,0.0259,8.0,,"[18.900000000000002, 10.100000000000001, -1.4735431285433307]","[19.700000000000003, 1.9000000000000001, -1.4735431285433307]",8.238931969618394,False,timeout,2.5020015239715576,2737,0.0,True,True,12.777777777777775
density,d05,5,"d05:trees=115,gap=0.90m",15,1,20285620,20340621,115,0.9,1.2162162162162162,0.0259,8.0,,"[18.2, 23.400000000000002, -1.97568811307998]","[11.0, 6.6000000000000005, -1.97568811307998]",18.27785545407338,True,,0.24564576148986816,169,18.545991343579853,False,True,12.777777777777775
density,d05,5,"d05:trees=115,gap=0.90m",15,2,20285620,20340622,115,0.9,1.2162162162162162,0.0259,8.0,,"[21.5, 3.0, 2.9836827328802777]","[5.800000000000001, 5.5, 2.9836827328802777]",15.897798589741914,True,,0.37131667137145996,391,16.316508326741477,False,True,12.777777777777775
density,d05,5,"d05:trees=115,gap=0.90m",15,3,20285620,20340623,115,0.9,1.2162162162162162,0.0259,8.0,,"[23.900000000000002, 8.4, 2.608661100502057]","[2.2, 21.200000000000003, 2.608661100502057]",25.19384845552581,False,timeout,2.500382423400879,4028,0.0,True,True,12.777777777777775
density,d05,5,"d05:trees=115,gap=0.90m",15,4,20285620,20340624,115,0.9,1.2162162162162162,0.0259,8.0,,"[20.8, 28.200000000000003, -1.431356269703559]","[22.400000000000002, 16.8, -1.431356269703559]",11.511733144926529,False,timeout,2.500173568725586,3472,0.0,True,True,12.777777777777775
density,d05,5,"d05:trees=115,gap=0.90m",16,0,20285621,20340720,115,0.9,1.2162162162162162,0.025244444444444444,8.0,,"[2.7, 6.2, 0.4418781092420217]","[28.700000000000003, 18.5, 0.4418781092420217]",28.762649391180922,False,timeout,2.501136064529419,3606,0.0,True,True,12.777777777777775
density,d05,5,"d05:trees=115,gap=0.90m",16,1,20285621,20340721,115,0.9,1.2162162162162162,0.025244444444444444,8.0,,"[13.3, 1.0, 0.8960553845713439]","[28.1, 19.5, 0.8960553845713439]",23.69155967850154,False,timeout,2.5020790100097656,4161,0.0,True,True,12.777777777777775
density,d05,5,"d05:trees=115,gap=0.90m",16,2,20285621,20340722,115,0.9,1.2162162162162162,0.025244444444444444,8.0,,"[8.3, 25.8, -2.0831857871056343]","[1.1, 13.0, -2.0831857871056343]",14.686047800548657,True,,0.15299725532531738,17,14.875001089163286,False,True,12.777777777777775
density,d05,5,"d05:trees=115,gap=0.90m",16,3,20285621,20340723,115,0.9,1.2162162162162162,0.025244444444444444,8.0,,"[13.9, 20.900000000000002, -2.750985609892106]","[3.7, 16.7, -2.750985609892106]",11.030865786510141,True,,0.3436150550842285,249,11.29472039840296,False,True,12.777777777777775
density,d05,5,"d05:trees=115,gap=0.90m",16,4,20285621,20340724,115,0.9,1.2162162162162162,0.025244444444444444,8.0,,"[25.900000000000002, 19.0, -2.542210740378143]","[9.8, 8.0, -2.542210740378143]",19.498974332000135,True,,0.44646787643432617,540,20.192333969949587,False,True,12.777777777777775
density,d05,5,"d05:trees=115,gap=0.90m",17,0,20285622,20340820,115,0.9,1.2162162162162162,0.02668888888888889,8.0,,"[10.5, 28.400000000000002, -0.8383788393015515]","[23.0, 14.5, -0.8383788393015515]",18.69384925583814,False,timeout,2.5001485347747803,3619,0.0,True,True,12.777777777777775
density,d05,5,"d05:trees=115,gap=0.90m",17,1,20285622,20340821,115,0.9,1.2162162162162162,0.02668888888888889,8.0,,"[21.200000000000003, 7.7, 3.0567964790665902]","[1.2000000000000002, 9.4, 3.0567964790665902]",20.072119967756276,False,timeout,2.500913619995117,4114,0.0,True,True,12.777777777777775
density,d05,5,"d05:trees=115,gap=0.90m",17,2,20285622,20340822,115,0.9,1.2162162162162162,0.02668888888888889,8.0,,"[22.5, 9.1, 2.5699333198889405]","[6.800000000000001, 19.200000000000003, 2.5699333198889405]",18.66815470259447,False,timeout,2.5003018379211426,4055,0.0,True,True,12.777777777777775
