query_id,difficulty_bucket,profile_name,map_seed,query_seed,seed_index,map_index,query_index,distance_bin_key,start,goal
easy_s01_q0036,Easy,easy_d00,20270623,20271624,1,3,1,d08_12,"[5.9, 11.9, 0.41716947764980317]","[14.700000000000001, 15.8, 0.41716947764980317]"
easy_s01_q0037,Easy,easy_d01,20270623,20271625,1,3,2,d12_16,"[28.3, 20.1, 2.9610408298884825]","[15.700000000000001, 22.400000000000002, 2.9610408298884825]"
easy_s01_q0038,Easy,easy_d00,20270623,20271626,1,3,3,d16_20,"[25.5, 17.900000000000002, 2.7189847904440123]","[8.6, 25.5, 2.7189847904440123]"
easy_s01_q0039,Easy,easy_d01,20270623,20271627,1,3,4,d20_inf,"[3.5, 1.6, 0.9065411775553714]","[23.700000000000003, 27.400000000000002, 0.9065411775553714]"
easy_s02_q0040,Easy,easy_d00,20280620,20281620,2,0,0,d08_12,"[18.0, 9.8, -2.5994032436629144]","[9.700000000000001, 4.800000000000001, -2.5994032436629144]"
easy_s02_q0041,Easy,easy_d01,20280620,20281621,2,0,1,d12_16,"[27.6, 20.700000000000003, -1.4277794518301494]","[29.400000000000002, 8.200000000000001, -1.4277794518301494]"
easy_s02_q0042,Easy,easy_d00,20280620,20281622,2,0,2,d16_20,"[6.300000000000001, 18.400000000000002, 0.3049923468144046]","[22.5, 23.5, 0.3049923468144046]"
easy_s02_q0043,Easy,easy_d01,20280620,20281623,2,0,3,d20_inf,"[6.2, 10.9, 0.9129077216126865]","[19.8, 28.5, 0.9129077216126865]"
easy_s02_q0044,Easy,easy_d00,20280620,20281624,2,0,4,d08_12,"[14.5, 21.3, -0.73967841200116]","[22.5, 14.0, -0.73967841200116]"
easy_s02_q0045,Easy,easy_d01,20280621,20281621,2,1,0,d12_16,"[24.6, 15.3, -1.463517471146494]","[26.0, 2.3000000000000003, -1.463517471146494]"
easy_s02_q0046,Easy,easy_d00,20280621,20281622,2,1,1,d16_20,"[24.900000000000002, 6.6000000000000005, -2.9646904487209285]","[7.0, 3.4000000000000004, -2.9646904487209285]"
easy_s02_q0047,Easy,easy_d01,20280621,20281623,2,1,2,d20_inf,"[9.5, 10.9, 0.9236687606443497]","[22.8, 28.5, 0.9236687606443497]"
easy_s02_q0048,Easy,easy_d00,20280621,20281624,2,1,3,d08_12,"[26.400000000000002, 13.200000000000001, 2.606035351631997]","[17.3, 18.6, 2.606035351631997]"
easy_s02_q0049,Easy,easy_d01,20280621,20281625,2,1,4,d12_16,"[20.8, 20.5, -2.1147661080068945]","[13.3, 8.1, -2.1147661080068945]"
easy_s02_q0050,Easy,easy_d00,20280622,20281622,2,2,0,d16_20,"[3.6, 7.300000000000001, 1.2932346750358725]","[8.700000000000001, 25.200000000000003, 1.2932346750358725]"
easy_s02_q0051,Easy,easy_d01,20280622,20281623,2,2,1,d20_inf,"[4.0, 10.9, 0.920062071090453]","[17.400000000000002, 28.5, 0.920062071090453]"
easy_s02_q0052,Easy,easy_d00,20280622,20281624,2,2,2,d08_12,"[23.0, 23.900000000000002, -3.0533270156049848]","[11.700000000000001, 22.900000000000002, -3.0533270156049848]"
easy_s02_q0053,Easy,easy_d01,20280622,20281625,2,2,3,d12_16,"[26.8, 21.200000000000003, -2.243551174311116]","[17.0, 8.9, -2.243551174311116]"
easy_s02_q0054,Easy,easy_d00,20280622,20281626,2,2,4,d16_20,"[9.9, 20.0, 0.5163625445395077]","[25.400000000000002, 28.8, 0.5163625445395077]"
easy_s02_q0055,Easy,easy_d01,20280623,20281623,2,3,0,d20_inf,"[8.6, 10.9, 0.9532393491143508]","[21.1, 28.5, 0.9532393491143508]"
easy_s02_q0056,Easy,easy_d00,20280623,20281624,2,3,1,d08_12,"[18.400000000000002, 29.400000000000002, -0.2734609870902444]","[26.6, 27.1, -0.2734609870902444]"
easy_s02_q0057,Easy,easy_d01,20280623,20281625,2,3,2,d12_16,"[8.9, 3.1, 0.39321217364348315]","[22.400000000000002, 8.700000000000001, 0.39321217364348315]"
easy_s02_q0058,Easy,easy_d00,20280623,20281626,2,3,3,d16_20,"[1.2000000000000002, 27.8, -1.1410340476982082]","[8.9, 11.0, -1.1410340476982082]"
easy_s02_q0059,Easy,easy_d01,20280623,20281627,2,3,4,d20_inf,"[24.700000000000003, 24.400000000000002, -1.5526987553272926]","[25.1, 2.3000000000000003, -1.5526987553272926]"
easy_s03_q0060,Easy,easy_d00,20290620,20291620,3,0,0,d08_12,"[19.6, 28.6, -2.223127228183788]","[14.100000000000001, 21.400000000000002, -2.223127228183788]"
easy_s03_q0061,Easy,easy_d01,20290620,20291621,3,0,1,d12_16,"[9.1, 6.2, 1.4570043196511884]","[10.700000000000001, 20.200000000000003, 1.4570043196511884]"
easy_s03_q0062,Easy,easy_d00,20290620,20291622,3,0,2,d16_20,"[22.6, 16.0, 2.367867111782491]","[9.600000000000001, 28.700000000000003, 2.367867111782491]"
easy_s03_q0063,Easy,easy_d01,20290620,20291623,3,0,3,d20_inf,"[10.3, 28.3, -1.3182420510168371]","[15.9, 6.6000000000000005, -1.3182420510168371]"
easy_s03_q0064,Easy,easy_d00,20290620,20291624,3,0,4,d08_12,"[1.0, 14.700000000000001, 0.3034599114398219]","[10.9, 17.8, 0.3034599114398219]"
easy_s03_q0065,Easy,easy_d01,20290621,20291621,3,1,0,d12_16,"[15.3, 6.2, 1.9574451327984825]","[9.600000000000001, 20.200000000000003, 1.9574451327984825]"
easy_s03_q0066,Easy,easy_d00,20290621,20291622,3,1,1,d16_20,"[25.0, 4.2, 1.5860235761720138]","[24.700000000000003, 23.900000000000002, 1.5860235761720138]"
easy_s03_q0067,Easy,easy_d01,20290621,20291623,3,1,2,d20_inf,"[6.7, 27.900000000000002, -0.5559769437324051]","[27.3, 15.100000000000001, -0.5559769437324051]"
easy_s03_q0068,Easy,easy_d00,20290621,20291624,3,1,3,d08_12,"[21.1, 6.9, 1.2643117619450344]","[23.6, 14.8, 1.2643117619450344]"
easy_s03_q0069,Easy,easy_d01,20290621,20291625,3,1,4,d12_16,"[10.5, 23.700000000000003, -1.2166381699386692]","[14.9, 11.8, -1.2166381699386692]"
easy_s03_q0070,Easy,easy_d00,20290622,20291622,3,2,0,d16_20,"[25.900000000000002, 5.0, 1.6285355453200006]","[24.900000000000002, 22.3, 1.6285355453200006]"
easy_s03_q0071,Easy,easy_d01,20290622,20291623,3,2,1,d20_inf,"[23.900000000000002, 25.5, -2.541908338451989]","[4.3, 12.100000000000001, -2.541908338451989]"
easy_s03_q0072,Easy,easy_d00,20290622,20291624,3,2,2,d08_12,"[14.3, 6.9, 1.2189796473492103]","[17.2, 14.8, 1.2189796473492103]"
easy_s03_q0073,Easy,easy_d01,20290622,20291625,3,2,3,d12_16,"[4.6000000000000005, 24.6, -0.4357910396070468]","[17.7, 18.5, -0.4357910396070468]"
easy_s03_q0074,Easy,easy_d00,20290622,20291626,3,2,4,d16_20,"[1.5, 17.1, 0.6864853686610555]","[15.9, 28.900000000000002, 0.6864853686610555]"
easy_s03_q0075,Easy,easy_d01,20290623,20291623,3,3,0,d20_inf,"[21.700000000000003, 28.3, -1.5339466557804036]","[22.5, 6.6000000000000005, -1.5339466557804036]"
easy_s03_q0076,Easy,easy_d00,20290623,20291624,3,3,1,d08_12,"[27.0, 20.0, -2.595232629140814]","[19.6, 15.5, -2.595232629140814]"
easy_s03_q0077,Easy,easy_d01,20290623,20291625,3,3,2,d12_16,"[12.5, 4.5, -0.1546005454312008]","[27.900000000000002, 2.1, -0.1546005454312008]"
easy_s03_q0078,Easy,easy_d00,20290623,20291626,3,3,3,d16_20,"[6.2, 19.900000000000002, -1.7835752884253724]","[2.7, 3.7, -1.7835752884253724]"
easy_s03_q0079,Easy,easy_d01,20290623,20291627,3,3,4,d20_inf,"[25.5, 28.1, -1.9815132899095687]","[14.700000000000001, 3.3000000000000003, -1.9815132899095687]"
easy_s04_q0080,Easy,easy_d00,20300620,20301620,4,0,0,d08_12,"[10.600000000000001, 14.700000000000001, -3.070285188804503]","[0.8, 14.0, -3.070285188804503]"
easy_s04_q0081,Easy,easy_d01,20300620,20301621,4,0,1,d12_16,"[21.200000000000003, 15.0, -1.3793708452695534]","[23.700000000000003, 2.1, -1.3793708452695534]"
easy_s04_q0082,Easy,easy_d00,20300620,20301622,4,0,2,d16_20,"[17.0, 0.8, 2.2165471505778926]","[6.300000000000001, 15.0, 2.2165471505778926]"
easy_s04_q0083,Easy,easy_d01,20300620,20301623,4,0,3,d20_inf,"[8.1, 4.2, 1.4628432634428208]","[10.3, 24.5, 1.4628432634428208]"
easy_s04_q0084,Easy,easy_d00,20300620,20301624,4,0,4,d08_12,"[27.900000000000002, 7.2, -3.09308704134941]","[17.6, 6.7, -3.09308704134941]"
easy_s04_q0085,Easy,easy_d01,20300621,20301621,4,1,0,d12_16,"[9.9, 20.3, 0.047963186877076805]","[22.400000000000002, 20.900000000000002, 0.047963186877076805]"
easy_s04_q0086,Easy,easy_d00,20300621,20301622,4,1,1,d16_20,"[28.200000000000003, 19.8, 2.9115605604515604]","[12.4, 23.5, 2.9115605604515604]"
easy_s04_q0087,Easy,easy_d01,20300621,20301623,4,1,2,d20_inf,"[23.6, 20.200000000000003, -2.9266891552234253]","[3.9000000000000004, 15.9, -2.9266891552234253]"
easy_s04_q0088,Easy,easy_d00,20300621,20301624,4,1,3,d08_12,"[20.6, 28.900000000000002, -0.9413540456372822]","[27.3, 19.700000000000003, -0.9413540456372822]"
easy_s04_q0089,Easy,easy_d01,20300621,20301625,4,1,4,d12_16,"[19.200000000000003, 4.800000000000001, 2.6890147031190943]","[8.3, 10.100000000000001, 2.6890147031190943]"
easy_s04_q0090,Easy,easy_d00,20300622,20301622,4,2,0,d16_20,"[25.700000000000003, 13.4, -3.0179659910336927]","[8.8, 11.3, -3.0179659910336927]"
easy_s04_q0091,Easy,easy_d01,20300622,20301623,4,2,1,d20_inf,"[11.4, 4.2, 1.7030251743657585]","[8.700000000000001, 24.5, 1.7030251743657585]"
easy_s04_q0092,Easy,easy_d00,20300622,20301624,4,2,2,d08_12,"[17.900000000000002, 28.900000000000002, -1.4197809838735373]","[19.3, 19.700000000000003, -1.4197809838735373]"
easy_s04_q0093,Easy,easy_d01,20300622,20301625,4,2,3,d12_16,"[14.100000000000001, 15.200000000000001, -0.545848328587206]","[27.6, 7.0, -0.545848328587206]"
easy_s04_q0094,Easy,easy_d00,20300622,20301626,4,2,4,d16_20,"[6.300000000000001, 1.4000000000000001, 0.5671722835113504]","[20.900000000000002, 10.700000000000001, 0.5671722835113504]"
easy_s04_q0095,Easy,easy_d01,20300623,20301623,4,3,0,d20_inf,"[4.7, 25.900000000000002, 0.04430596145077603]","[25.0, 26.8, 0.04430596145077603]"
easy_s04_q0096,Easy,easy_d00,20300623,20301624,4,3,1,d08_12,"[19.1, 28.900000000000002, -1.846222430490932]","[16.5, 19.700000000000003, -1.846222430490932]"
easy_s04_q0097,Easy,easy_d01,20300623,20301625,4,3,2,d12_16,"[8.1, 13.3, 1.9809236673363877]","[3.1, 24.8, 1.9809236673363877]"
easy_s04_q0098,Easy,easy_d00,20300623,20301626,4,3,3,d16_20,"[14.100000000000001, 4.800000000000001, 1.1884172926955436]","[21.5, 23.200000000000003, 1.1884172926955436]"
easy_s04_q0099,Easy,easy_d01,20300623,20301627,4,3,4,d20_inf,"[27.700000000000003, 12.600000000000001, 3.141592653589793]","[2.7, 12.600000000000001, 3.141592653589793]"
complex_s00_q0000,Complex,complex_d02,20360620,20361620,0,0,0,d08_12,"[12.200000000000001, 23.1, -0.19118445959701452]","[21.5, 21.3, -0.19118445959701452]"
complex_s00_q0001,Complex,complex_d02,20360620,20361621,0,0,1,d12_16,"[18.900000000000002, 13.100000000000001, 1.075244653309068]","[24.900000000000002, 24.200000000000003, 1.075244653309068]"
complex_s00_q0002,Complex,complex_d02,20360620,20361622,0,0,2,d16_20,"[7.9, 20.6, -1.4722158131560936]","[9.700000000000001, 2.4000000000000004, -1.4722158131560936]"
complex_s00_q0003,Complex,complex_d02,20360620,20361623,0,0,3,d20_inf,"[15.100000000000001, 1.8, 2.2309789106601006]","[2.6, 17.900000000000002, 2.2309789106601006]"
complex_s00_q0004,Complex,complex_d02,20360620,20361624,0,0,4,d08_12,"[20.1, 28.8, -1.1659045405098132]","[24.0, 19.700000000000003, -1.1659045405098132]"
complex_s00_q0005,Complex,complex_d02,20360621,20361621,0,1,0,d12_16,"[24.5, 6.4, 2.4496712713509345]","[14.0, 15.100000000000001, 2.4496712713509345]"
complex_s00_q0006,Complex,complex_d02,20360621,20361622,0,1,1,d16_20,"[25.400000000000002, 20.6, -1.8892465631410515]","[19.400000000000002, 2.4000000000000004, -1.8892465631410515]"
complex_s00_q0007,Complex,complex_d02,20360621,20361623,0,1,2,d20_inf,"[17.400000000000002, 27.5, -1.087953867860674]","[29.3, 4.800000000000001, -1.087953867860674]"
complex_s00_q0008,Complex,complex_d02,20360621,20361624,0,1,3,d08_12,"[19.6, 3.2, 1.194835372923591]","[22.6, 10.8, 1.194835372923591]"
complex_s00_q0009,Complex,complex_d02,20360621,20361625,0,1,4,d12_16,"[20.900000000000002, 18.7, 2.603548445764168]","[8.5, 26.1, 2.603548445764168]"
complex_s00_q0010,Complex,complex_d02,20360622,20361622,0,2,0,d16_20,"[16.6, 20.6, -1.5323537367737088]","[17.3, 2.4000000000000004, -1.5323537367737088]"
complex_s00_q0011,Complex,complex_d02,20360622,20361623,0,2,1,d20_inf,"[10.5, 27.5, -1.930536458710369]","[2.0, 4.9, -1.930536458710369]"
complex_s00_q0012,Complex,complex_d02,20360622,20361624,0,2,2,d08_12,"[27.3, 6.300000000000001, 2.1206495094714817]","[21.6, 15.600000000000001, 2.1206495094714817]"
complex_s00_q0013,Complex,complex_d02,20360622,20361625,0,2,3,d12_16,"[17.6, 5.1000000000000005, 2.0576955586061656]","[10.4, 18.7, 2.0576955586061656]"
complex_s00_q0014,Complex,complex_d02,20360622,20361626,0,2,4,d16_20,"[25.900000000000002, 17.900000000000002, -3.071356616965946]","[6.0, 16.5, -3.071356616965946]"
complex_s00_q0015,Complex,complex_d02,20360623,20361623,0,3,0,d20_inf,"[13.3, 27.5, -1.018158785014871]","[27.3, 4.800000000000001, -1.018158785014871]"
complex_s00_q0016,Complex,complex_d02,20360623,20361624,0,3,1,d08_12,"[18.7, 22.400000000000002, -2.4341611240238867]","[11.8, 16.5, -2.4341611240238867]"
complex_s00_q0017,Complex,complex_d02,20360623,20361625,0,3,2,d12_16,"[12.8, 8.700000000000001, -0.2125668095630546]","[26.700000000000003, 5.7, -0.2125668095630546]"
complex_s00_q0018,Complex,complex_d02,20360623,20361626,0,3,3,d16_20,"[6.0, 4.800000000000001, 1.7776702757746397]","[2.6, 21.0, 1.7776702757746397]"
complex_s00_q0019,Complex,complex_d02,20360623,20361627,0,3,4,d20_inf,"[7.300000000000001, 28.400000000000002, -0.7822032860888732]","[23.0, 12.8, -0.7822032860888732]"
complex_s01_q0020,Complex,complex_d02,20370620,20371620,1,0,0,d08_12,"[12.700000000000001, 2.7, 0.3028848683749714]","[22.3, 5.7, 0.3028848683749714]"
complex_s01_q0021,Complex,complex_d02,20370620,20371621,1,0,1,d12_16,"[4.800000000000001, 20.700000000000003, -0.9549263748553702]","[14.0, 7.7, -0.9549263748553702]"
complex_s01_q0022,Complex,complex_d02,20370620,20371622,1,0,2,d16_20,"[5.9, 8.9, 0.011235482257962686]","[23.700000000000003, 9.1, 0.011235482257962686]"
complex_s01_q0023,Complex,complex_d02,20370620,20371623,1,0,3,d20_inf,"[11.8, 7.300000000000001, 0.977625810598524]","[23.8, 25.1, 0.977625810598524]"
complex_s01_q0024,Complex,complex_d02,20370620,20371624,1,0,4,d08_12,"[22.400000000000002, 12.3, -1.2141761908434647]","[26.200000000000003, 2.1, -1.2141761908434647]"
complex_s01_q0025,Complex,complex_d02,20370621,20371621,1,1,0,d12_16,"[17.1, 22.8, -0.8210972760767722]","[27.900000000000002, 11.200000000000001, -0.8210972760767722]"
complex_s01_q0026,Complex,complex_d02,20370621,20371622,1,1,1,d16_20,"[27.6, 11.5, -3.0203626488705653]","[7.9, 9.1, -3.0203626488705653]"
complex_s01_q0027,Complex,complex_d02,20370621,20371623,1,1,2,d20_inf,"[12.4, 1.9000000000000001, 1.6761318759034347]","[10.0, 24.6, 1.6761318759034347]"
complex_s01_q0028,Complex,complex_d02,20370621,20371624,1,1,3,d08_12,"[19.3, 21.200000000000003, 0.7216548508647611]","[26.8, 27.8, 0.7216548508647611]"
complex_s01_q0029,Complex,complex_d02,20370621,20371625,1,1,4,d12_16,"[4.4, 13.8, 1.1856388204314225]","[10.4, 28.6, 1.1856388204314225]"
complex_s01_q0030,Complex,complex_d02,20370622,20371622,1,2,0,d16_20,"[2.2, 0.6000000000000001, 0.22679884805388584]","[19.1, 4.5, 0.22679884805388584]"
complex_s01_q0031,Complex,complex_d02,20370622,20371623,1,2,1,d20_inf,"[15.3, 7.300000000000001, 1.0504410232949029]","[25.5, 25.1, 1.0504410232949029]"
complex_s01_q0032,Complex,complex_d02,20370622,20371624,1,2,2,d08_12,"[0.5, 18.7, 1.24515474145161]","[3.1, 26.400000000000002, 1.24515474145161]"
complex_s01_q0033,Complex,complex_d02,20370622,20371625,1,2,3,d12_16,"[23.3, 12.100000000000001, -2.5470255929136068]","[12.8, 5.0, -2.5470255929136068]"
complex_s01_q0034,Complex,complex_d02,20370622,20371626,1,2,4,d16_20,"[3.1, 10.100000000000001, 1.104636160267246]","[11.100000000000001, 26.0, 1.104636160267246]"
complex_s01_q0035,Complex,complex_d02,20370623,20371623,1,3,0,d20_inf,"[9.8, 7.300000000000001, 1.0132076225271855]","[20.900000000000002, 25.1, 1.0132076225271855]"
complex_s01_q0036,Complex,complex_d02,20370623,20371624,1,3,1,d08_12,"[10.9, 11.0, -2.0571672966373438]","[6.300000000000001, 2.3000000000000003, -2.0571672966373438]"
complex_s01_q0037,Complex,complex_d02,20370623,20371625,1,3,2,d12_16,"[18.7, 9.600000000000001, 0.9770466600841254]","[26.8, 21.6, 0.9770466600841254]"
complex_s01_q0038,Complex,complex_d02,20370623,20371626,1,3,3,d16_20,"[17.8, 1.7000000000000002, 0.963565324147622]","[28.5, 17.1, 0.963565324147622]"
complex_s01_q0039,Complex,complex_d02,20370623,20371627,1,3,4,d20_inf,"[1.7000000000000002, 16.2, -0.507098504392337]","[28.700000000000003, 1.2000000000000002, -0.507098504392337]"
complex_s02_q0040,Complex,complex_d02,20380620,20381620,2,0,0,d08_12,"[20.700000000000003, 18.3, -0.7789466400044798]","[28.5, 10.600000000000001, -0.7789466400044798]"
complex_s02_q0041,Complex,complex_d02,20380620,20381621,2,0,1,d12_16,"[24.8, 21.5, -2.0315199675204547]","[18.0, 7.800000000000001, -2.0315199675204547]"
complex_s02_q0042,Complex,complex_d02,20380620,20381622,2,0,2,d16_20,"[6.5, 9.0, 1.418544612692793]","[9.4, 27.900000000000002, 1.418544612692793]"
complex_s02_q0043,Complex,complex_d02,20380620,20381623,2,0,3,d20_inf,"[6.1000000000000005, 1.7000000000000002, 0.9580796550154538]","[20.3, 21.900000000000002, 0.9580796550154538]"
complex_s02_q0044,Complex,complex_d02,20380620,20381624,2,0,4,d08_12,"[15.0, 14.3, -0.573440526154829]","[24.6, 8.1, -0.573440526154829]"
complex_s02_q0045,Complex,complex_d02,20380621,20381621,2,1,0,d12_16,"[13.9, 17.0, -1.7861540264926346]","[11.100000000000001, 4.2, -1.7861540264926346]"
complex_s02_q0046,Complex,complex_d02,20380621,20381622,2,1,1,d16_20,"[26.700000000000003, 19.400000000000002, -2.5148497523787463]","[12.200000000000001, 8.9, -2.5148497523787463]"
complex_s02_q0047,Complex,complex_d02,20380621,20381623,2,1,2,d20_inf,"[5.6000000000000005, 1.7000000000000002, 1.2775238284567065]","[11.700000000000001, 21.900000000000002, 1.2775238284567065]"
complex_s02_q0048,Complex,complex_d02,20380621,20381624,2,1,3,d08_12,"[3.3000000000000003, 7.300000000000001, 1.0303768265243125]","[7.5, 14.3, 1.0303768265243125]"
complex_s02_q0049,Complex,complex_d02,20380621,20381625,2,1,4,d12_16,"[10.600000000000001, 18.5, -0.2200617026335651]","[25.8, 15.100000000000001, -0.2200617026335651]"
complex_s02_q0050,Complex,complex_d02,20380622,20381622,2,2,0,d16_20,"[4.9, 15.4, -0.8951910805514712]","[16.2, 1.3, -0.8951910805514712]"
complex_s02_q0051,Complex,complex_d02,20380622,20381623,2,2,1,d20_inf,"[27.5, 28.3, -2.588663380575451]","[10.0, 17.5, -2.588663380575451]"
complex_s02_q0052,Complex,complex_d02,20380622,20381624,2,2,2,d08_12,"[13.5, 5.800000000000001, 1.88149760711217]","[10.0, 16.7, 1.88149760711217]"
complex_s02_q0053,Complex,complex_d02,20380622,20381625,2,2,3,d12_16,"[24.5, 26.3, -2.3404889753612057]","[15.100000000000001, 16.6, -2.3404889753612057]"
complex_s02_q0054,Complex,complex_d02,20380622,20381626,2,2,4,d16_20,"[19.8, 11.100000000000001, -2.7522759317566523]","[4.2, 4.7, -2.7522759317566523]"
