global_query_id,map_id,query_id,profile_name,difficulty_bucket,distance_bin_key,distance_min_m,distance_max_m,map_seed,query_seed,start,goal,euclidean_distance_m,teacher_success,teacher_failure_reason,teacher_time_s,teacher_expansions,teacher_path_length_m,teacher_path_pose_count,label_attempted,label_success,label_failure_reason,label_sample_count,total_segment_count,label_candidate_checks
10,0,10,easy_d00,Easy,d16_20,16.0,20.0,20360620,20460630,"[1.4000000000000001, 17.6, -0.29438218837554203]","[20.200000000000003, 11.9, -0.29438218837554203]",19.645101170520864,True,,0.5829224586486816,9,19.652610129558738,199,True,True,,3,4,139
11,0,11,easy_d00,Easy,d20_inf,20.0,,20360620,20460631,"[0.6000000000000001, 1.8, 1.5664295423244903]","[0.7000000000000001, 24.700000000000003, 1.5664295423244903]",22.90021833957048,True,,0.556516170501709,1,22.90021833957048,231,True,True,,2,3,115
12,0,12,easy_d00,Easy,d08_12,8.0,12.0,20360620,20460632,"[13.4, 10.5, 0.5912920653671214]","[20.400000000000002, 15.200000000000001, 0.5912920653671214]",8.431488599292537,True,,0.3442866802215576,1,8.431488599292537,86,True,True,,1,2,6
13,0,13,easy_d00,Easy,d12_16,12.0,16.0,20360620,20460633,"[24.400000000000002, 22.1, -2.092796857646844]","[17.900000000000002, 10.8, -2.092796857646844]",13.036103712382777,True,,0.4841940402984619,1,13.036103712382777,132,True,True,,1,2,29
14,0,14,easy_d00,Easy,d16_20,16.0,20.0,20360620,20460634,"[2.0, 10.3, -0.11649146069465022]","[20.8, 8.1, -0.11649146069465022]",18.928285712129348,False,timeout,2.5005948543548584,914,0.0,0,False,False,,0,0,0
15,0,15,easy_d00,Easy,d20_inf,20.0,,20360620,20460635,"[0.7000000000000001, 14.600000000000001, -0.40363392531326553]","[19.900000000000002, 6.4, -0.40363392531326553]",20.87773934122179,True,,0.5417306423187256,1,20.87773934122179,210,True,True,,2,3,95
16,0,16,easy_d00,Easy,d08_12,8.0,12.0,20360620,20460636,"[1.1, 4.3, 0.33879435839163957]","[11.600000000000001, 8.0, 0.33879435839163957]",11.132834320154057,True,,0.6962132453918457,113,11.272067041589064,115,True,False,short_progress,0,0,94
17,0,17,easy_d00,Easy,d12_16,12.0,16.0,20360620,20460637,"[10.700000000000001, 20.400000000000002, -1.194644058596482]","[15.4, 8.5, -1.194644058596482]",12.794530081249567,True,,0.4743967056274414,17,12.869598482831025,132,True,True,,1,2,28
18,0,18,easy_d00,Easy,d16_20,16.0,20.0,20360620,20460638,"[5.6000000000000005, 22.3, 0.16239891349272545]","[23.3, 25.200000000000003, 0.16239891349272545]",17.93599732381782,True,,0.6045615673065186,49,18.02795349950572,183,True,True,,2,3,67
19,0,19,easy_d00,Easy,d20_inf,20.0,,20360620,20460639,"[4.0, 21.6, -0.9664908199286669]","[18.5, 0.6000000000000001, -0.9664908199286669]",25.51960031034969,False,timeout,2.5010986328125,856,0.0,0,False,False,,0,0,0
20,0,20,easy_d00,Easy,d08_12,8.0,12.0,20360620,20460640,"[13.3, 9.200000000000001, 2.2473822853751]","[8.0, 15.8, 2.2473822853751]",8.464632301523794,True,,1.7603397369384766,538,8.70019655306504,91,True,True,,1,2,14
21,0,21,easy_d00,Easy,d12_16,12.0,16.0,20360620,20460641,"[5.6000000000000005, 21.3, -1.0017388247707388]","[12.700000000000001, 10.200000000000001, -1.0017388247707388]",13.176494222667879,True,,1.462317705154419,511,13.769862228942328,141,True,False,short_progress,0,0,103
22,0,22,easy_d00,Easy,d16_20,16.0,20.0,20360620,20460642,"[26.3, 22.900000000000002, -2.349102410518025]","[12.3, 8.700000000000001, -2.349102410518025]",19.940912717325656,True,,1.0366082191467285,481,20.261289902632765,206,True,True,,4,5,260
23,0,23,easy_d00,Easy,d20_inf,20.0,,20360620,20460643,"[17.6, 24.6, -1.294340550150017]","[23.700000000000003, 3.1, -1.294340550150017]",22.348601745970598,True,,0.6060035228729248,97,22.63807926105275,229,True,False,short_progress,0,0,181
24,0,24,easy_d00,Easy,d08_12,8.0,12.0,20360620,20460644,"[21.900000000000002, 5.300000000000001, 2.606035351631997]","[12.8, 10.700000000000001, 2.606035351631997]",10.581587782558913,True,,0.46314573287963867,15,10.856623286416978,111,True,True,,1,2,22
25,0,25,easy_d00,Easy,d12_16,12.0,16.0,20360620,20460645,"[3.9000000000000004, 24.0, -1.3469683553243808]","[6.7, 11.700000000000001, -1.3469683553243808]",12.614673994994876,True,,0.6066415309906006,33,12.832430003502953,131,True,True,,1,2,27
26,0,26,easy_d00,Easy,d16_20,16.0,20.0,20360620,20460646,"[22.6, 18.2, 3.112189365385788]","[5.6000000000000005, 18.7, 3.112189365385788]",17.00735135169495,False,timeout,2.503342390060425,781,0.0,0,False,False,,0,0,0
27,0,27,easy_d00,Easy,d20_inf,20.0,,20360620,20460647,"[14.4, 1.4000000000000001, 1.2256797919920868]","[23.1, 25.6, 1.2256797919920868]",25.716337219751964,True,,0.864354133605957,265,27.160609138670097,276,True,True,,4,5,269
28,0,28,easy_d00,Easy,d08_12,8.0,12.0,20360620,20460648,"[19.8, 13.3, -2.2062493196188995]","[13.9, 5.300000000000001, -2.2062493196188995]",9.940321926376429,True,,0.48678064346313477,22,10.315050225400574,107,True,True,,1,2,24
29,0,29,easy_d00,Easy,d12_16,12.0,16.0,20360620,20460649,"[21.1, 19.8, -2.485010895546523]","[10.200000000000001, 11.4, -2.485010895546523]",13.761177275218861,True,,0.5902712345123291,41,13.813353651268224,140,True,True,,2,3,81
30,0,30,easy_d00,Easy,d16_20,16.0,20.0,20360620,20460650,"[13.3, 23.1, -0.7279076289141363]","[28.0, 10.0, -0.7279076289141363]",19.690099034794112,True,,0.5612316131591797,17,19.814727882407677,200,True,True,,2,3,85
31,0,31,easy_d00,Easy,d20_inf,20.0,,20360620,20460651,"[3.3000000000000003, 6.9, 0.7552702959788103]","[22.1, 24.6, 0.7552702959788103]",25.821115390315736,True,,0.4347076416015625,1,25.821115390315736,260,True,True,,3,4,157
32,0,32,easy_d00,Easy,d08_12,8.0,12.0,20360620,20460652,"[19.400000000000002, 12.4, -1.7251151027210159]","[18.0, 3.4000000000000004, -1.7251151027210159]",9.108238029388561,True,,0.6765012741088867,1,9.108238029388561,93,True,True,,1,2,9
33,0,33,easy_d00,Easy,d12_16,12.0,16.0,20360620,20460653,"[2.3000000000000003, 23.6, -0.5119969956527091]","[14.4, 16.8, -0.5119969956527091]",13.879841497654072,True,,0.7007105350494385,1,13.879841497654072,140,True,True,,1,2,33
34,0,34,easy_d00,Easy,d16_20,16.0,20.0,20360620,20460654,"[28.6, 5.0, 1.6259888344981446]","[27.6, 23.1, 1.6259888344981446]",18.12760326132498,False,timeout,2.5063822269439697,649,0.0,0,False,False,,0,0,0
35,0,35,easy_d00,Easy,d20_inf,20.0,,20360620,20460655,"[4.3, 7.2, 0.6086893073274117]","[20.8, 18.7, 0.6086893073274117]",20.112185361118765,True,,0.5767111778259277,1,20.112185361118765,203,True,True,,2,3,87
36,0,36,easy_d00,Easy,d08_12,8.0,12.0,20360620,20460656,"[24.1, 10.700000000000001, -1.3487144248894163]","[26.200000000000003, 1.4000000000000001, -1.3487144248894163]",9.534149149242422,True,,0.815359354019165,37,9.576004096034485,98,True,True,,1,2,19
37,0,37,easy_d00,Easy,d12_16,12.0,16.0,20360620,20460657,"[28.3, 5.5, 1.8345761930959583]","[24.6, 19.200000000000003, 1.8345761930959583]",14.190842117365694,True,,0.731379508972168,55,14.585472267776243,149,True,True,,1,2,37
38,0,38,easy_d00,Easy,d16_20,16.0,20.0,20360620,20460658,"[5.9, 10.8, -0.572354428635598]","[20.8, 1.2000000000000002, -0.572354428635598]",17.72484132510077,False,timeout,2.504699468612671,451,0.0,0,False,False,,0,0,0
39,0,39,easy_d00,Easy,d20_inf,20.0,,20360620,20460659,"[1.4000000000000001, 17.3, -0.5368249794469453]","[21.900000000000002, 5.1000000000000005, -0.5368249794469453]",23.8556073072978,False,timeout,2.5015017986297607,689,0.0,0,False,False,,0,0,0
40,1,0,easy_d01,Easy,d08_12,8.0,12.0,20360621,20461620,"[10.5, 18.0, 2.499933163340671]","[1.8, 24.5, 2.499933163340671]",10.860018416190647,True,,0.5257041454315186,9,11.101332846577797,114,True,True,,1,2,18
41,1,1,easy_d01,Easy,d12_16,12.0,16.0,20360621,20461621,"[12.9, 21.8, 3.033680164773117]","[0.9, 23.1, 3.033680164773117]",12.070211265756702,True,,0.5455560684204102,9,12.174024060420024,125,True,True,,2,3,55
42,1,2,easy_d01,Easy,d16_20,16.0,20.0,20360621,20461622,"[11.700000000000001, 15.9, 0.7276113326265108]","[24.5, 27.3, 0.7276113326265108]",17.140595088852663,True,,0.5365219116210938,9,17.573578965162927,179,True,True,,2,3,79
43,1,3,easy_d01,Easy,d20_inf,20.0,,20360621,20461623,"[4.4, 29.1, -1.0331045884440353]","[20.5, 2.1, -1.0331045884440353]",31.43580760852185,False,timeout,2.5005991458892822,2017,0.0,0,False,False,,0,0,0
44,1,4,easy_d01,Easy,d08_12,8.0,12.0,20360621,20461624,"[9.4, 27.8, -1.04120672801282]","[14.200000000000001, 19.6, -1.04120672801282]",9.501578816175762,True,,0.5435476303100586,13,9.688771953442254,100,True,True,,1,2,12
45,1,5,easy_d01,Easy,d12_16,12.0,16.0,20360621,20461625,"[16.3, 15.9, -1.8746459802057869]","[12.600000000000001, 4.1000000000000005, -1.8746459802057869]",12.3664869708418,True,,0.6578657627105713,41,12.535404582811356,128,True,True,,2,3,71
46,1,6,easy_d01,Easy,d16_20,16.0,20.0,20360621,20461626,"[25.200000000000003, 9.8, 2.525111993983774]","[10.100000000000001, 20.5, 2.525111993983774]",18.506755523321747,False,timeout,2.5007169246673584,881,0.0,0,False,False,,0,0,0
47,1,7,easy_d01,Easy,d20_inf,20.0,,20360621,20461627,"[18.400000000000002, 2.0, 1.4042129301351334]","[22.200000000000003, 24.6, 1.4042129301351334]",22.917242417009952,True,,0.614898681640625,81,23.191164263736876,235,True,True,,2,3,117
48,1,8,easy_d01,Easy,d08_12,8.0,12.0,20360621,20461628,"[10.200000000000001, 1.5, 0.7551044034786734]","[17.0, 7.9, 0.7551044034786734]",9.338094023943,True,,2.4690895080566406,1046,9.545255730530304,98,True,True,,1,2,27
49,1,9,easy_d01,Easy,d12_16,12.0,16.0,20360621,20461629,"[26.3, 28.8, -2.981890545410506]","[11.4, 26.400000000000002, -2.981890545410506]",15.09205088780183,True,,0.718102216720581,201,15.798898773337125,161,True,True,,2,3,107
50,1,10,easy_d01,Easy,d16_20,16.0,20.0,20360621,20461630,"[6.5, 5.9, 1.844257313885141]","[1.9000000000000001, 22.3, 1.844257313885141]",17.032909322837362,True,,0.6044700145721436,25,17.217837883519955,174,True,True,,2,3,59
51,1,11,easy_d01,Easy,d20_inf,20.0,,20360621,20461631,"[6.300000000000001, 10.700000000000001, 0.6419459000937895]","[26.900000000000002, 26.1, 0.6419459000937895]",25.72003110418026,False,timeout,2.5064191818237305,1657,0.0,0,False,False,,0,0,0
52,1,12,easy_d01,Easy,d08_12,8.0,12.0,20360621,20461632,"[5.2, 22.400000000000002, -1.9463193564550902]","[1.1, 12.0, -1.9463193564550902]",11.178998166204343,True,,0.5156528949737549,1,11.178998166204343,113,True,True,,1,2,19
53,1,13,easy_d01,Easy,d12_16,12.0,16.0,20360621,20461633,"[8.0, 2.3000000000000003, 0.2864710808030509]","[20.900000000000002, 6.1000000000000005, 0.2864710808030509]",13.448048185517482,True,,0.5098843574523926,121,14.204855362037272,145,True,True,,2,3,106
54,1,14,easy_d01,Easy,d16_20,16.0,20.0,20360621,20461634,"[7.300000000000001, 19.200000000000003, -1.358909027879516]","[11.0, 2.0, -1.358909027879516]",17.593464695732905,True,,0.5067858695983887,131,17.907003365350015,182,True,True,,2,3,107
55,1,15,easy_d01,Easy,d20_inf,20.0,,20360621,20461635,"[24.1, 9.1, -2.8470950344270642]","[3.0, 2.7, -2.8470950344270642]",22.04926302623287,True,,0.6095991134643555,236,23.122216878274802,234,True,True,,3,4,181
56,1,16,easy_d01,Easy,d08_12,8.0,12.0,20360621,20461636,"[17.400000000000002, 18.8, 2.6311043316730176]","[7.4, 24.400000000000002, 2.6311043316730176]",11.461239025515525,True,,0.6367206573486328,216,11.902839078399811,122,True,True,,1,2,24
57,1,17,easy_d01,Easy,d12_16,12.0,16.0,20360621,20461637,"[4.6000000000000005, 13.3, -0.254895693380967]","[18.8, 9.600000000000001, -0.254895693380967]",14.674126890551273,True,,0.3939540386199951,1,14.674126890551273,148,True,True,,1,2,37
58,1,18,easy_d01,Easy,d16_20,16.0,20.0,20360621,20461638,"[15.600000000000001, 20.900000000000002, -1.3447787285820652]","[19.900000000000002, 2.2, -1.3447787285820652]",19.18801709400948,True,,0.9197354316711426,181,19.353532982890986,196,True,True,,3,4,99
59,1,19,easy_d01,Easy,d20_inf,20.0,,20360621,20461639,"[4.4, 14.200000000000001, -0.052085549214178614]","[25.5, 13.100000000000001, -0.052085549214178614]",21.128653530218156,True,,0.3969540596008301,1,21.128653530218156,213,True,True,,2,3,97
60,1,20,easy_d01,Easy,d08_12,8.0,12.0,20360621,20461640,"[26.3, 16.6, 2.463221963241719]","[19.6, 22.0, 2.463221963241719]",8.605230967266362,True,,0.5441031455993652,1,8.605230967266362,88,True,True,,1,2,7
61,1,21,easy_d01,Easy,d12_16,12.0,16.0,20360621,20461641,"[11.600000000000001, 14.9, 2.483985897329094]","[1.5, 22.700000000000003, 2.483985897329094]",12.761269529321918,True,,0.41468358039855957,1,12.761269529321918,129,True,True,,1,2,27
62,1,22,easy_d01,Easy,d16_20,16.0,20.0,20360621,20461642,"[2.8000000000000003, 15.0, -0.6621324930385492]","[15.5, 5.1000000000000005, -0.6621324930385492]",16.102794788483145,True,,0.7293944358825684,73,16.408394581195807,166,True,True,,2,3,51
63,1,23,easy_d01,Easy,d20_inf,20.0,,20360621,20461643,"[1.6, 14.600000000000001, -0.22796707182150783]","[26.6, 8.8, -0.22796707182150783]",25.663982543634962,True,,0.9326193332672119,266,26.30574476269807,265,True,True,,4,5,251
64,1,24,easy_d01,Easy,d08_12,8.0,12.0,20360621,20461644,"[15.4, 24.6, -3.0072712116368248]","[4.3, 23.1, -3.0072712116368248]",11.200892821556684,True,,0.7213873863220215,85,11.340193877377768,116,True,True,,2,3,56
65,1,25,easy_d01,Easy,d12_16,12.0,16.0,20360621,20461645,"[22.3, 6.1000000000000005, 2.5092731873890473]","[12.200000000000001, 13.5, 2.5092731873890473]",12.52078272313676,True,,1.9927165508270264,1381,13.05629996925691,134,True,True,,1,2,32
66,1,26,easy_d01,Easy,d16_20,16.0,20.0,20360621,20461646,"[24.700000000000003, 26.0, -2.8491496661377567]","[6.1000000000000005, 20.400000000000002, -2.8491496661377567]",19.424726510301245,True,,1.8975272178649902,1017,20.104466050014636,205,True,True,,4,5,133
67,1,27,easy_d01,Easy,d20_inf,20.0,,20360621,20461647,"[8.700000000000001, 6.2, 0.5220362796096633]","[27.3, 16.900000000000002, 0.5220362796096633]",21.458098704218884,True,,0.4639091491699219,169,22.12166123524363,225,True,True,,3,4,163
68,1,28,easy_d01,Easy,d08_12,8.0,12.0,20360621,20461648,"[10.5, 24.3, -0.022468128585825385]","[19.400000000000002, 24.1, -0.022468128585825385]",8.90224690738243,True,,0.5548977851867676,31,8.922249572308488,92,True,True,,1,2,37
69,1,29,easy_d01,Easy,d12_16,12.0,16.0,20360621,20461649,"[27.8, 8.6, 1.8885146449804453]","[22.900000000000002, 23.5, 1.8885146449804453]",15.685024705112836,True,,0.5765626430511475,81,15.999850886613556,163,True,True,,2,3,59
70,1,30,easy_d01,Easy,d16_20,16.0,20.0,20360621,20461650,"[11.600000000000001, 15.8, 0.4636476090008061]","[27.0, 23.5, 0.4636476090008061]",17.21772342674838,True,,0.5339217185974121,9,17.39765072203477,176,True,True,,2,3,61
71,1,31,easy_d01,Easy,d20_inf,20.0,,20360621,20461651,"[4.6000000000000005, 18.1, -0.5502471936885045]","[28.400000000000002, 3.5, -0.5502471936885045]",27.92131802046601,True,,0.7351672649383545,201,28.727448954080085,290,True,True,,4,5,239
72,1,32,easy_d01,Easy,d08_12,8.0,12.0,20360621,20461652,"[11.8, 24.0, -0.7424797493187438]","[20.3, 16.2, -0.7424797493187438]",11.536463929644993,True,,0.4013369083404541,1,11.536463929644993,117,True,True,,1,2,21
73,1,33,easy_d01,Easy,d12_16,12.0,16.0,20360621,20461653,"[3.8000000000000003, 2.1, 1.1071487177940904]","[9.600000000000001, 13.700000000000001, 1.1071487177940904]",12.969194269498782,True,,1.067509412765503,209,13.899072482821243,142,True,True,,2,3,93
74,1,34,easy_d01,Easy,d16_20,16.0,20.0,20360621,20461654,"[18.7, 5.7, 0.913326394395425]","[29.200000000000003, 19.3, 0.913326394395425]",17.18167628609037,True,,1.0840256214141846,121,17.692794731991476,180,True,True,,2,3,99
75,1,35,easy_d01,Easy,d20_inf,20.0,,20360621,20461655,"[24.900000000000002, 14.100000000000001, -2.6931944070968776]","[6.4, 5.2, -2.6931944070968776]",20.529490982486635,False,timeout,2.5000035762786865,677,0.0,0,False,False,,0,0,0
76,1,36,easy_d01,Easy,d08_12,8.0,12.0,20360621,20461656,"[22.0, 20.1, -2.7626837192080864]","[11.200000000000001, 15.8, -2.7626837192080864]",11.624543001770004,True,,0.6788103580474854,1,11.624543001770004,118,True,True,,1,2,22
77,1,37,easy_d01,Easy,d12_16,12.0,16.0,20360621,20461657,"[22.1, 25.6, -2.8818609625366562]","[7.800000000000001, 21.8, -2.8818609625366562]",14.796283317103658,True,,0.5776984691619873,25,14.849371043593687,151,True,True,,1,2,38
78,1,38,easy_d01,Easy,d16_20,16.0,20.0,20360621,20461658,"[11.700000000000001, 14.9, 1.027318732081853]","[20.400000000000002, 29.3, 1.027318732081853]",16.824089871371942,True,,0.45770931243896484,65,17.70367828856475,180,True,True,,2,3,63
79,1,39,easy_d01,Easy,d20_inf,20.0,,20360621,20461659,"[12.600000000000001, 20.5, -1.1284221038181517]","[21.6, 1.5, -1.1284221038181517]",21.02379604162864,True,,1.2570548057556152,356,22.120274249953226,224,True,True,,3,4,163
80,2,0,easy_d00,Easy,d08_12,8.0,12.0,20360622,20462620,"[21.0, 6.5, 2.7540688478095143]","[11.200000000000001, 10.5, 2.7540688478095143]",10.584894897919392,True,,0.23852252960205078,1,10.584894897919392,107,True,True,,1,2,16
81,2,1,easy_d00,Easy,d12_16,12.0,16.0,20360622,20462621,"[19.8, 17.400000000000002, -1.629124250520903]","[19.0, 3.7, -1.629124250520903]",13.723337786413335,True,,0.5256190299987793,1,13.723337786413335,139,True,True,,1,2,32
82,2,2,easy_d00,Easy,d16_20,16.0,20.0,20360622,20462622,"[20.8, 12.100000000000001, 3.0801316977070274]","[1.3, 13.3, 3.0801316977070274]",19.536888186197924,True,,0.4561185836791992,1,19.536888186197924,197,True,True,,2,3,81
83,2,3,easy_d00,Easy,d20_inf,20.0,,20360622,20462623,"[0.8, 10.8, 0.23974310887045658]","[23.3, 16.3, 0.23974310887045658]",23.16246964380094,False,timeout,2.5024454593658447,989,0.0,0,False,False,,0,0,0
84,2,4,easy_d00,Easy,d08_12,8.0,12.0,20360622,20462624,"[12.0, 15.0, 2.711425352239026]","[3.5, 18.900000000000002, 2.711425352239026]",9.352005132590552,True,,0.5565240383148193,1,9.352005132590552,95,True,True,,1,2,10
85,2,5,easy_d00,Easy,d12_16,12.0,16.0,20360622,20462625,"[3.1, 27.0, -0.23309467252920452]","[17.0, 23.700000000000003, -0.23309467252920452]",14.286357128393508,True,,0.5627498626708984,1,14.286357128393508,144,True,True,,1,2,35
86,2,6,easy_d00,Easy,d16_20,16.0,20.0,20360622,20462626,"[28.900000000000002, 25.5, -2.954458991206461]","[12.0, 22.3, -2.954458991206461]",17.200290695217916,True,,0.4111659526824951,1,17.200290695217916,174,True,True,,2,3,59
87,2,7,easy_d00,Easy,d20_inf,20.0,,20360622,20462627,"[1.1, 1.2000000000000002, 0.910014459218639]","[21.700000000000003, 27.700000000000003, 0.910014459218639]",33.56501154476191,True,,0.5803258419036865,33,34.13250135175313,345,True,True,,4,5,325
88,2,8,easy_d00,Easy,d08_12,8.0,12.0,20360622,20462628,"[14.3, 6.1000000000000005, 1.751414937379164]","[12.200000000000001, 17.6, 1.751414937379164]",11.690166808048549,True,,0.47014665603637695,1,11.690166808048549,118,True,True,,1,2,22
89,2,9,easy_d00,Easy,d12_16,12.0,16.0,20360622,20462629,"[22.0, 22.0, -2.2158797127487286]","[14.4, 11.9, -2.2158797127487286]",12.640015822774906,True,,0.5084328651428223,9,13.086481961038123,133,True,True,,1,2,27
90,2,10,easy_d00,Easy,d16_20,16.0,20.0,20360622,20462630,"[21.5, 24.400000000000002, -1.897377761485515]","[15.200000000000001, 5.800000000000001, -1.897377761485515]",19.637973418863773,True,,1.2351648807525635,407,20.712514195725237,211,True,False,short_progress,0,0,113
91,2,11,easy_d00,Easy,d20_inf,20.0,,20360622,20462631,"[11.0, 22.0, -1.1180178549713606]","[20.0, 3.5, -1.1180178549713606]",20.573040611440984,True,,0.5118699073791504,9,20.66616706054944,209,True,True,,3,4,148
92,2,12,easy_d00,Easy,d08_12,8.0,12.0,20360622,20462632,"[17.3, 25.0, -1.4075560440100594]","[18.7, 16.5, -1.4075560440100594]",8.614522621712709,False,timeout,2.5036892890930176,1129,0.0,0,False,False,,0,0,0
93,2,13,easy_d00,Easy,d12_16,12.0,16.0,20360622,20462633,"[11.3, 4.5, 0.7057547796610262]","[22.8, 14.3, 0.7057547796610262]",15.109268678529746,True,,0.5223879814147949,1,15.109268678529746,153,True,True,,1,2,39
94,2,14,easy_d00,Easy,d16_20,16.0,20.0,20360622,20462634,"[12.8, 10.5, 0.747821874054725]","[26.6, 23.3, 0.747821874054725]",18.82232716748915,False,timeout,2.5052690505981445,945,0.0,0,False,False,,0,0,0
95,2,15,easy_d00,Easy,d20_inf,20.0,,20360622,20462635,"[12.3, 2.7, 1.9411741368336883]","[5.0, 21.5, 1.9411741368336883]",20.167548190099858,True,,0.561791181564331,25,20.30395234803647,205,True,True,,2,3,89
96,2,16,easy_d00,Easy,d08_12,8.0,12.0,20360622,20462636,"[24.6, 1.9000000000000001, 2.472903074716543]","[16.5, 8.3, 2.472903074716543]",10.323274674249447,True,,0.5184087753295898,1,10.323274674249447,105,True,True,,1,2,15
97,2,17,easy_d00,Easy,d12_16,12.0,16.0,20360622,20462637,"[11.4, 24.900000000000002, -0.1151348031906605]","[26.1, 23.200000000000003, -0.1151348031906605]",14.797972834141845,True,,0.5633656978607178,1,14.797972834141845,149,True,True,,1,2,37
98,2,18,easy_d00,Easy,d16_20,16.0,20.0,20360622,20462638,"[23.400000000000002, 2.3000000000000003, 2.6628708095940277]","[7.6000000000000005, 10.5, 2.6628708095940277]",17.801123560045305,True,,0.5259213447570801,1,17.801123560045305,180,True,True,,2,3,65
99,2,19,easy_d00,Easy,d20_inf,20.0,,20360622,20462639,"[2.4000000000000004, 28.400000000000002, -1.0821539241751703]","[15.0, 4.7, -1.0821539241751703]",26.841199675126298,True,,0.5897045135498047,57,27.447005177086698,278,True,True,,3,4,181
100,2,20,easy_d00,Easy,d08_12,8.0,12.0,20360622,20462640,"[14.3, 9.0, 0.5340703792366079]","[23.6, 14.5, 0.5340703792366079]",10.804628637764466,True,,0.46976566314697266,8,11.025147905445008,113,True,True,,1,2,37
101,2,21,easy_d00,Easy,d12_16,12.0,16.0,20360622,20462641,"[21.900000000000002, 6.0, 1.774593847837225]","[18.8, 21.0, 1.774593847837225]",15.31698403733581,True,,0.7319457530975342,151,15.485701448272584,158,True,True,,3,4,64
102,2,22,easy_d00,Easy,d16_20,16.0,20.0,20360622,20462642,"[10.0, 9.600000000000001, 1.869675053273563]","[4.3, 28.1, 1.869675053273563]",19.358202395883765,True,,0.4425957202911377,64,20.318104959169617,206,True,True,,2,3,100
103,2,23,easy_d00,Easy,d20_inf,20.0,,20360622,20462643,"[11.9, 2.6, 0.968009854172806]","[23.6, 19.6, 0.968009854172806]",20.637102509800158,True,,2.402726411819458,781,21.17211962306006,214,True,True,,3,4,104
104,2,24,easy_d00,Easy,d08_12,8.0,12.0,20360622,20462644,"[14.700000000000001, 12.600000000000001, 0.6151862381119738]","[22.200000000000003, 17.900000000000002, 0.6151862381119738]",9.183681179135087,True,,0.4180293083190918,1,9.183681179135087,93,True,True,,1,2,9
105,2,25,easy_d00,Easy,d12_16,12.0,16.0,20360622,20462645,"[20.5, 9.700000000000001, 2.3948492592894914]","[11.100000000000001, 18.400000000000002, 2.3948492592894914]",12.808200498118383,True,,0.5949828624725342,49,12.830424401421123,131,True,True,,2,3,71
