query_id,difficulty_bucket,profile_name,map_seed,query_seed,seed_index,map_index,query_index,distance_bin_key,start,goal
easy_s03_q0037,Easy,easy_d01,20290621,20291623,3,1,2,d12_16,"[3.9000000000000004, 27.6, -0.5994524848417374]","[15.9, 19.400000000000002, -0.5994524848417374]"
easy_s03_q0038,Easy,easy_d00,20290621,20291624,3,1,3,d16_20,"[26.400000000000002, 22.0, -1.6742507913778726]","[24.5, 3.7, -1.6742507913778726]"
easy_s03_q0039,Easy,easy_d01,20290621,20291625,3,1,4,d20_inf,"[5.300000000000001, 4.6000000000000005, 1.060963098135213]","[15.700000000000001, 23.200000000000003, 1.060963098135213]"
easy_s04_q0040,Easy,easy_d00,20300620,20301620,4,0,0,d08_12,"[10.600000000000001, 14.700000000000001, -3.070285188804503]","[0.8, 14.0, -3.070285188804503]"
easy_s04_q0041,Easy,easy_d01,20300620,20301621,4,0,1,d12_16,"[21.200000000000003, 15.0, -1.3793708452695534]","[23.700000000000003, 2.1, -1.3793708452695534]"
easy_s04_q0042,Easy,easy_d00,20300620,20301622,4,0,2,d16_20,"[17.0, 0.8, 2.2165471505778926]","[6.300000000000001, 15.0, 2.2165471505778926]"
easy_s04_q0043,Easy,easy_d01,20300620,20301623,4,0,3,d20_inf,"[8.1, 4.2, 1.4628432634428208]","[10.3, 24.5, 1.4628432634428208]"
easy_s04_q0044,Easy,easy_d00,20300620,20301624,4,0,4,d08_12,"[27.900000000000002, 7.2, -3.09308704134941]","[17.6, 6.7, -3.09308704134941]"
easy_s04_q0045,Easy,easy_d01,20300621,20301621,4,1,0,d12_16,"[9.9, 20.3, 0.047963186877076805]","[22.400000000000002, 20.900000000000002, 0.047963186877076805]"
easy_s04_q0046,Easy,easy_d00,20300621,20301622,4,1,1,d16_20,"[28.200000000000003, 19.8, 2.9115605604515604]","[12.4, 23.5, 2.9115605604515604]"
easy_s04_q0047,Easy,easy_d01,20300621,20301623,4,1,2,d20_inf,"[23.6, 20.200000000000003, -2.9266891552234253]","[3.9000000000000004, 15.9, -2.9266891552234253]"
easy_s04_q0048,Easy,easy_d00,20300621,20301624,4,1,3,d08_12,"[20.6, 28.900000000000002, -0.9413540456372822]","[27.3, 19.700000000000003, -0.9413540456372822]"
easy_s04_q0049,Easy,easy_d01,20300621,20301625,4,1,4,d12_16,"[19.200000000000003, 4.800000000000001, 2.6890147031190943]","[8.3, 10.100000000000001, 2.6890147031190943]"
complex_s00_q0000,Complex,complex_d02,20360620,20361620,0,0,0,d08_12,"[12.200000000000001, 23.1, -0.19118445959701452]","[21.5, 21.3, -0.19118445959701452]"
complex_s00_q0001,Complex,complex_d03,20360620,20361621,0,0,1,d12_16,"[18.900000000000002, 13.100000000000001, 1.075244653309068]","[24.900000000000002, 24.200000000000003, 1.075244653309068]"
complex_s00_q0002,Complex,complex_d04,20360620,20361622,0,0,2,d16_20,"[7.9, 20.6, -1.4722158131560936]","[9.700000000000001, 2.4000000000000004, -1.4722158131560936]"
complex_s00_q0003,Complex,complex_d02,20360620,20361623,0,0,3,d20_inf,"[15.100000000000001, 1.8, 2.2309789106601006]","[2.6, 17.900000000000002, 2.2309789106601006]"
complex_s00_q0004,Complex,complex_d03,20360620,20361624,0,0,4,d08_12,"[20.1, 28.8, -1.1659045405098132]","[24.0, 19.700000000000003, -1.1659045405098132]"
complex_s00_q0005,Complex,complex_d04,20360621,20361621,0,1,0,d12_16,"[26.0, 13.9, 2.5030583913700095]","[16.3, 21.1, 2.5030583913700095]"
complex_s00_q0006,Complex,complex_d02,20360621,20361622,0,1,1,d16_20,"[27.900000000000002, 20.6, -1.7288086400771796]","[25.0, 2.4000000000000004, -1.7288086400771796]"
complex_s00_q0007,Complex,complex_d03,20360621,20361623,0,1,2,d20_inf,"[1.2000000000000002, 23.700000000000003, -0.8668502077033193]","[14.700000000000001, 7.800000000000001, -0.8668502077033193]"
complex_s00_q0008,Complex,complex_d04,20360621,20361624,0,1,3,d08_12,"[20.400000000000002, 28.8, -2.0165086394235323]","[16.1, 19.8, -2.0165086394235323]"
complex_s00_q0009,Complex,complex_d02,20360621,20361625,0,1,4,d12_16,"[22.3, 18.1, 2.4825889108714927]","[12.100000000000001, 26.0, 2.4825889108714927]"
complex_s01_q0010,Complex,complex_d03,20370620,20371620,1,0,0,d16_20,"[22.0, 0.8, 1.1764463186677596]","[28.700000000000003, 16.900000000000002, 1.1764463186677596]"
complex_s01_q0011,Complex,complex_d04,20370620,20371621,1,0,1,d20_inf,"[8.200000000000001, 24.6, -1.0174073851421077]","[22.1, 2.1, -1.0174073851421077]"
complex_s01_q0012,Complex,complex_d02,20370620,20371622,1,0,2,d08_12,"[10.200000000000001, 6.800000000000001, 0.17636615560367183]","[20.3, 8.6, 0.17636615560367183]"
complex_s01_q0013,Complex,complex_d03,20370620,20371623,1,0,3,d12_16,"[25.3, 21.8, 2.773869671007445]","[13.100000000000001, 26.5, 2.773869671007445]"
complex_s01_q0014,Complex,complex_d04,20370620,20371624,1,0,4,d16_20,"[12.0, 2.7, 1.1844591119735821]","[19.200000000000003, 20.400000000000002, 1.1844591119735821]"
complex_s01_q0015,Complex,complex_d02,20370621,20371621,1,1,0,d20_inf,"[28.0, 18.5, 3.1324604873703823]","[6.1000000000000005, 18.7, 3.1324604873703823]"
complex_s01_q0016,Complex,complex_d03,20370621,20371622,1,1,1,d08_12,"[7.6000000000000005, 22.900000000000002, -1.223961429213889]","[10.600000000000001, 14.600000000000001, -1.223961429213889]"
complex_s01_q0017,Complex,complex_d04,20370621,20371623,1,1,2,d12_16,"[19.200000000000003, 15.200000000000001, 3.033680164773117]","[7.2, 16.5, 3.033680164773117]"
complex_s01_q0018,Complex,complex_d02,20370621,20371624,1,1,3,d16_20,"[25.0, 11.0, -2.6328628292742398]","[9.4, 2.3000000000000003, -2.6328628292742398]"
complex_s01_q0019,Complex,complex_d03,20370621,20371625,1,1,4,d20_inf,"[26.700000000000003, 19.400000000000002, -2.7669586921940335]","[6.1000000000000005, 11.3, -2.7669586921940335]"
complex_s02_q0020,Complex,complex_d04,20380620,20381620,2,0,0,d08_12,"[14.3, 16.5, -2.78776754141585]","[3.2, 12.4, -2.78776754141585]"
complex_s02_q0021,Complex,complex_d02,20380620,20381621,2,0,1,d12_16,"[28.8, 21.5, -2.0137979022614845]","[22.3, 7.800000000000001, -2.0137979022614845]"
complex_s02_q0022,Complex,complex_d03,20380620,20381622,2,0,2,d16_20,"[12.0, 19.5, -0.6729043969972894]","[25.3, 8.9, -0.6729043969972894]"
complex_s02_q0023,Complex,complex_d04,20380620,20381623,2,0,3,d20_inf,"[8.1, 1.7000000000000002, 0.8540730656294883]","[25.700000000000003, 21.900000000000002, 0.8540730656294883]"
complex_s02_q0024,Complex,complex_d02,20380620,20381624,2,0,4,d08_12,"[21.3, 14.3, -0.7248661436153413]","[28.3, 8.1, -0.7248661436153413]"
complex_s02_q0025,Complex,complex_d03,20380621,20381621,2,1,0,d12_16,"[13.100000000000001, 21.5, -1.9462586104947714]","[7.7, 7.800000000000001, -1.9462586104947714]"
complex_s02_q0026,Complex,complex_d04,20380621,20381622,2,1,1,d16_20,"[15.8, 5.7, 2.3452858320096808]","[2.2, 19.6, 2.3452858320096808]"
complex_s02_q0027,Complex,complex_d02,20380621,20381623,2,1,2,d20_inf,"[2.0, 14.600000000000001, 0.34421868298246766]","[28.5, 24.1, 0.34421868298246766]"
complex_s02_q0028,Complex,complex_d03,20380621,20381624,2,1,3,d08_12,"[25.3, 15.5, 2.4434722031418064]","[16.6, 22.8, 2.4434722031418064]"
complex_s02_q0029,Complex,complex_d04,20380621,20381625,2,1,4,d12_16,"[14.3, 4.5, 0.47813934806630626]","[28.0, 11.600000000000001, 0.47813934806630626]"
complex_s03_q0030,Complex,complex_d02,20390620,20391620,3,0,0,d16_20,"[5.4, 17.2, -0.7312993772936032]","[20.0, 4.1000000000000005, -0.7312993772936032]"
complex_s03_q0031,Complex,complex_d03,20390620,20391621,3,0,1,d20_inf,"[13.200000000000001, 22.700000000000003, -2.057452427076796]","[3.2, 3.8000000000000003, -2.057452427076796]"
complex_s03_q0032,Complex,complex_d04,20390620,20391622,3,0,2,d08_12,"[1.1, 2.3000000000000003, 1.373400766945016]","[2.7, 10.3, 1.373400766945016]"
complex_s03_q0033,Complex,complex_d02,20390620,20391623,3,0,3,d12_16,"[11.200000000000001, 8.8, 1.9399251923354033]","[5.9, 22.5, 1.9399251923354033]"
complex_s03_q0034,Complex,complex_d03,20390620,20391624,3,0,4,d16_20,"[7.2, 2.9000000000000004, -0.11990398536502392]","[23.8, 0.9, -0.11990398536502392]"
complex_s03_q0035,Complex,complex_d04,20390621,20391621,3,1,0,d20_inf,"[4.0, 22.700000000000003, -1.0188477447445452]","[15.700000000000001, 3.7, -1.0188477447445452]"
complex_s03_q0036,Complex,complex_d02,20390621,20391622,3,1,1,d08_12,"[19.900000000000002, 16.3, -2.208882326063756]","[13.3, 7.4, -2.208882326063756]"
complex_s03_q0037,Complex,complex_d03,20390621,20391623,3,1,2,d12_16,"[18.3, 10.700000000000001, 1.3439974787410107]","[21.3, 23.700000000000003, 1.3439974787410107]"
complex_s03_q0038,Complex,complex_d04,20390621,20391624,3,1,3,d16_20,"[20.8, 1.4000000000000001, 1.1769277160585352]","[27.200000000000003, 16.8, 1.1769277160585352]"
complex_s03_q0039,Complex,complex_d02,20390621,20391625,3,1,4,d20_inf,"[11.100000000000001, 25.5, -1.5373360163452465]","[11.9, 1.6, -1.5373360163452465]"
complex_s04_q0040,Complex,complex_d03,20400620,20401620,4,0,0,d08_12,"[28.6, 13.5, 2.3809828002296443]","[22.400000000000002, 19.400000000000002, 2.3809828002296443]"
complex_s04_q0041,Complex,complex_d04,20400620,20401621,4,0,1,d12_16,"[13.3, 26.200000000000003, -2.031476585454628]","[6.6000000000000005, 12.700000000000001, -2.031476585454628]"
complex_s04_q0042,Complex,complex_d02,20400620,20401622,4,0,2,d16_20,"[18.3, 14.700000000000001, -2.3525044700401443]","[4.800000000000001, 1.1, -2.3525044700401443]"
complex_s04_q0043,Complex,complex_d03,20400620,20401623,4,0,3,d20_inf,"[4.5, 28.6, -0.8058034940839863]","[18.900000000000002, 13.600000000000001, -0.8058034940839863]"
complex_s04_q0044,Complex,complex_d04,20400620,20401624,4,0,4,d08_12,"[12.8, 4.7, 0.8276265655104502]","[19.6, 12.100000000000001, 0.8276265655104502]"
complex_s04_q0045,Complex,complex_d02,20400621,20401621,4,1,0,d12_16,"[10.9, 26.200000000000003, -1.1281037338830313]","[17.3, 12.700000000000001, -1.1281037338830313]"
complex_s04_q0046,Complex,complex_d03,20400621,20401622,4,1,1,d16_20,"[3.7, 17.400000000000002, -0.7976424494217801]","[15.8, 5.0, -0.7976424494217801]"
complex_s04_q0047,Complex,complex_d04,20400621,20401623,4,1,2,d20_inf,"[5.7, 28.6, -0.6316906343389692]","[26.200000000000003, 13.600000000000001, -0.6316906343389692]"
complex_s04_q0048,Complex,complex_d02,20400621,20401624,4,1,3,d08_12,"[9.4, 14.100000000000001, -0.8960553845713439]","[14.600000000000001, 7.6000000000000005, -0.8960553845713439]"
complex_s04_q0049,Complex,complex_d03,20400621,20401625,4,1,4,d12_16,"[8.8, 24.8, -0.8607270542257884]","[18.6, 13.4, -0.8607270542257884]"
extreme_s00_q0000,Extreme,extreme_d05,20460620,20461620,0,0,0,d08_12,"[19.900000000000002, 7.2, -0.6620604624977243]","[26.700000000000003, 1.9000000000000001, -0.6620604624977243]"
extreme_s00_q0001,Extreme,extreme_d06,20460620,20461621,0,0,1,d12_16,"[15.0, 4.5, 2.3250934107503634]","[4.1000000000000005, 16.1, 2.3250934107503634]"
extreme_s00_q0002,Extreme,extreme_d07,20460620,20461622,0,0,2,d16_20,"[21.6, 16.2, -2.340928500645565]","[8.700000000000001, 2.9000000000000004, -2.340928500645565]"
extreme_s00_q0003,Extreme,extreme_d05,20460620,20461623,0,0,3,d20_inf,"[7.0, 29.1, -1.334551066076459]","[13.5, 2.1, -1.334551066076459]"
extreme_s00_q0004,Extreme,extreme_d06,20460620,20461624,0,0,4,d08_12,"[16.0, 26.900000000000002, -2.951264113897886]","[5.1000000000000005, 24.8, -2.951264113897886]"
extreme_s00_q0005,Extreme,extreme_d07,20460621,20461621,0,1,0,d12_16,"[9.8, 23.400000000000002, -0.6747409422235527]","[21.3, 14.200000000000001, -0.6747409422235527]"
extreme_s00_q0006,Extreme,extreme_d05,20460621,20461622,0,1,1,d16_20,"[25.900000000000002, 12.3, -3.0694290246301357]","[9.3, 11.100000000000001, -3.0694290246301357]"
extreme_s00_q0007,Extreme,extreme_d06,20460621,20461623,0,1,2,d20_inf,"[6.2, 29.1, -1.225896655865942]","[15.9, 2.1, -1.225896655865942]"
extreme_s00_q0008,Extreme,extreme_d07,20460621,20461624,0,1,3,d08_12,"[8.1, 9.8, 2.0724003809840172]","[3.0, 19.1, 2.0724003809840172]"
extreme_s00_q0009,Extreme,extreme_d05,20460621,20461625,0,1,4,d12_16,"[13.9, 20.1, -0.5139196809985338]","[26.3, 13.100000000000001, -0.5139196809985338]"
extreme_s01_q0010,Extreme,extreme_d06,20470620,20471620,1,0,0,d16_20,"[26.700000000000003, 16.900000000000002, 2.961739153797315]","[8.0, 20.3, 2.961739153797315]"
extreme_s01_q0011,Extreme,extreme_d07,20470620,20471621,1,0,1,d20_inf,"[5.4, 27.5, -0.5760747398309962]","[28.8, 12.3, -0.5760747398309962]"
extreme_s01_q0012,Extreme,extreme_d05,20470620,20471622,1,0,2,d08_12,"[18.1, 22.8, -0.019997333973150462]","[28.1, 22.6, -0.019997333973150462]"
extreme_s01_q0013,Extreme,extreme_d06,20470620,20471623,1,0,3,d12_16,"[15.200000000000001, 4.3, 0.8487279965243006]","[24.8, 15.200000000000001, 0.8487279965243006]"
extreme_s01_q0014,Extreme,extreme_d07,20470620,20471624,1,0,4,d16_20,"[12.4, 24.700000000000003, -1.7870157980821295]","[8.6, 7.4, -1.7870157980821295]"
extreme_s01_q0015,Extreme,extreme_d05,20470621,20471621,1,1,0,d20_inf,"[8.4, 17.7, 0.16433368167005152]","[28.3, 21.0, 0.16433368167005152]"
extreme_s01_q0016,Extreme,extreme_d06,20470621,20471622,1,1,1,d08_12,"[20.5, 17.8, -1.1116531918326582]","[24.900000000000002, 8.9, -1.1116531918326582]"
extreme_s01_q0017,Extreme,extreme_d07,20470621,20471623,1,1,2,d12_16,"[5.5, 23.1, -0.6906599953815765]","[17.6, 13.100000000000001, -0.6906599953815765]"
extreme_s01_q0018,Extreme,extreme_d05,20470621,20471624,1,1,3,d16_20,"[20.400000000000002, 21.8, -1.9595840880849358]","[13.600000000000001, 5.2, -1.9595840880849358]"
extreme_s01_q0019,Extreme,extreme_d06,20470621,20471625,1,1,4,d20_inf,"[22.8, 5.0, 2.356194490192345]","[8.200000000000001, 19.6, 2.356194490192345]"
extreme_s02_q0020,Extreme,extreme_d07,20480620,20481620,2,0,0,d08_12,"[11.9, 23.200000000000003, -0.06712588820210076]","[23.8, 22.400000000000002, -0.06712588820210076]"
extreme_s02_q0021,Extreme,extreme_d05,20480620,20481621,2,0,1,d12_16,"[8.0, 20.8, -0.3521979949658134]","[19.700000000000003, 16.5, -0.3521979949658134]"
extreme_s02_q0022,Extreme,extreme_d06,20480620,20481622,2,0,2,d16_20,"[21.900000000000002, 12.100000000000001, 2.2038569796853213]","[11.700000000000001, 26.0, 2.2038569796853213]"
extreme_s02_q0023,Extreme,extreme_d07,20480620,20481623,2,0,3,d20_inf,"[25.8, 26.3, -1.8382071239787703]","[19.8, 4.4, -1.8382071239787703]"
extreme_s02_q0024,Extreme,extreme_d05,20480620,20481624,2,0,4,d08_12,"[11.100000000000001, 16.400000000000002, 2.8966139904629293]","[2.7, 18.5, 2.8966139904629293]"
extreme_s02_q0025,Extreme,extreme_d06,20480621,20481621,2,1,0,d12_16,"[1.2000000000000002, 0.7000000000000001, 0.17356067667977804]","[16.6, 3.4000000000000004, 0.17356067667977804]"
extreme_s02_q0026,Extreme,extreme_d07,20480621,20481622,2,1,1,d16_20,"[6.0, 12.100000000000001, 0.9663748375585073]","[15.600000000000001, 26.0, 0.9663748375585073]"
extreme_s02_q0027,Extreme,extreme_d05,20480621,20481623,2,1,2,d20_inf,"[27.900000000000002, 26.3, -2.1587989303424644]","[13.3, 4.4, -2.1587989303424644]"
extreme_s02_q0028,Extreme,extreme_d06,20480621,20481624,2,1,3,d08_12,"[7.9, 12.100000000000001, 0.31779800580989204]","[15.5, 14.600000000000001, 0.31779800580989204]"
extreme_s02_q0029,Extreme,extreme_d07,20480621,20481625,2,1,4,d12_16,"[17.6, 17.8, 0.6496266064516503]","[28.0, 25.700000000000003, 0.6496266064516503]"
extreme_s03_q0030,Extreme,extreme_d05,20490620,20491620,3,0,0,d16_20,"[23.400000000000002, 14.5, -2.654960587147535]","[6.2, 5.4, -2.654960587147535]"
extreme_s03_q0031,Extreme,extreme_d06,20490620,20491621,3,0,1,d20_inf,"[23.5, 22.900000000000002, -2.4744519993314245]","[0.9, 5.1000000000000005, -2.4744519993314245]"
extreme_s03_q0032,Extreme,extreme_d07,20490620,20491622,3,0,2,d08_12,"[22.1, 18.1, 2.2425917694366846]","[15.5, 26.400000000000002, 2.2425917694366846]"
extreme_s03_q0033,Extreme,extreme_d05,20490620,20491623,3,0,3,d12_16,"[26.5, 20.8, -2.92643246524639]","[11.4, 17.5, -2.92643246524639]"
extreme_s03_q0034,Extreme,extreme_d06,20490620,20491624,3,0,4,d16_20,"[5.2, 12.700000000000001, 0.2831844770952717]","[24.1, 18.2, 0.2831844770952717]"
extreme_s03_q0035,Extreme,extreme_d07,20490621,20491621,3,1,0,d20_inf,"[23.3, 19.3, -2.192753267009135]","[11.4, 2.7, -2.192753267009135]"
extreme_s03_q0036,Extreme,extreme_d05,20490621,20491622,3,1,1,d08_12,"[10.8, 20.0, 0.1561263658433424]","[21.6, 21.700000000000003, 0.1561263658433424]"
extreme_s03_q0037,Extreme,extreme_d06,20490621,20491623,3,1,2,d12_16,"[22.8, 29.200000000000003, -2.2718181827688735]","[13.600000000000001, 18.3, -2.2718181827688735]"
extreme_s03_q0038,Extreme,extreme_d07,20490621,20491624,3,1,3,d16_20,"[24.1, 27.5, -1.5049020173645176]","[25.400000000000002, 7.800000000000001, -1.5049020173645176]"
extreme_s03_q0039,Extreme,extreme_d05,20490621,20491625,3,1,4,d20_inf,"[15.0, 28.8, -1.5999547270400405]","[14.3, 4.800000000000001, -1.5999547270400405]"
extreme_s04_q0040,Extreme,extreme_d06,20500620,20501620,4,0,0,d08_12,"[15.100000000000001, 12.200000000000001, 0.3883187181724659]","[26.1, 16.7, 0.3883187181724659]"
extreme_s04_q0041,Extreme,extreme_d07,20500620,20501621,4,0,1,d12_16,"[15.600000000000001, 12.4, -0.4577479724340261]","[29.200000000000003, 5.7, -0.4577479724340261]"
extreme_s04_q0042,Extreme,extreme_d05,20500620,20501622,4,0,2,d16_20,"[25.3, 2.9000000000000004, 2.984990776607778]","[8.200000000000001, 5.6000000000000005, 2.984990776607778]"
extreme_s04_q0043,Extreme,extreme_d06,20500620,20501623,4,0,3,d20_inf,"[19.1, 27.5, -1.8198276526382848]","[13.200000000000001, 4.3, -1.8198276526382848]"
extreme_s04_q0044,Extreme,extreme_d07,20500620,20501624,4,0,4,d08_12,"[18.0, 12.200000000000001, 2.1622353429324517]","[13.5, 18.900000000000002, 2.1622353429324517]"
extreme_s04_q0045,Extreme,extreme_d05,20500621,20501621,4,1,0,d12_16,"[27.1, 15.8, -2.8473580884786056]","[13.9, 11.8, -2.8473580884786056]"
extreme_s04_q0046,Extreme,extreme_d06,20500621,20501622,4,1,1,d16_20,"[9.200000000000001, 23.6, -1.9900805393900762]","[1.4000000000000001, 6.1000000000000005, -1.9900805393900762]"
extreme_s04_q0047,Extreme,extreme_d07,20500621,20501623,4,1,2,d20_inf,"[29.1, 11.5, 2.830451780656686]","[6.4, 18.8, 2.830451780656686]"
extreme_s04_q0048,Extreme,extreme_d05,20500621,20501624,4,1,3,d08_12,"[15.4, 5.7, 1.6991195544806914]","[14.200000000000001, 15.0, 1.6991195544806914]"
extreme_s04_q0049,Extreme,extreme_d06,20500621,20501625,4,1,4,d12_16,"[22.3, 25.900000000000002, -1.1591249833630017]","[28.5, 11.700000000000001, -1.1591249833630017]"
