query_id,difficulty_bucket,profile_name,map_seed,query_seed,seed_index,map_index,query_index,distance_bin_key,start,goal
extreme_s01_q0014,Extreme,extreme_d07,20470711,20471712,1,1,1,d16_20,"(28.5, 17.7, -2.304003124605241)","(15.8, 3.6, -2.304003124605241)"
extreme_s01_q0015,Extreme,extreme_d05,20470711,20471713,1,1,2,d20_inf,"(28.900000000000002, 15.9, 3.0733228465329656)","(5.5, 17.5, 3.0733228465329656)"
extreme_s02_q0016,Extreme,extreme_d06,20480710,20481710,2,0,0,d08_12,"(2.1, 17.900000000000002, 0.7594299761858919)","(10.0, 25.400000000000002, 0.7594299761858919)"
extreme_s02_q0017,Extreme,extreme_d07,20480710,20481711,2,0,1,d12_16,"(15.5, 3.3000000000000003, 1.820383252231881)","(11.600000000000001, 18.6, 1.820383252231881)"
extreme_s02_q0018,Extreme,extreme_d05,20480710,20481712,2,0,2,d16_20,"(7.800000000000001, 22.6, 0.22768931976865586)","(24.200000000000003, 26.400000000000002, 0.22768931976865586)"
extreme_s02_q0019,Extreme,extreme_d06,20480710,20481713,2,0,3,d20_inf,"(1.1, 22.400000000000002, 0.012145151796912175)","(25.8, 22.700000000000003, 0.012145151796912175)"
extreme_s02_q0020,Extreme,extreme_d07,20480710,20481714,2,0,4,d08_12,"(16.400000000000002, 23.900000000000002, 2.6635919633151666)","(8.1, 28.200000000000003, 2.6635919633151666)"
extreme_s02_q0021,Extreme,extreme_d05,20480711,20481711,2,1,0,d12_16,"(10.100000000000001, 21.6, -1.5942295366743642)","(9.8, 8.8, -1.5942295366743642)"
extreme_s02_q0022,Extreme,extreme_d06,20480711,20481712,2,1,1,d16_20,"(13.700000000000001, 26.5, -1.7640078106427026)","(10.100000000000001, 8.1, -1.7640078106427026)"
extreme_s02_q0023,Extreme,extreme_d07,20480711,20481713,2,1,2,d20_inf,"(1.8, 26.6, -0.6393245221002208)","(28.700000000000003, 6.6000000000000005, -0.6393245221002208)"
extreme_s03_q0024,Extreme,extreme_d05,20490710,20491710,3,0,0,d08_12,"(10.600000000000001, 12.3, 0.6121524969450836)","(20.0, 18.900000000000002, 0.6121524969450836)"
extreme_s03_q0025,Extreme,extreme_d06,20490710,20491711,3,0,1,d12_16,"(24.200000000000003, 23.3, -1.5783719394460922)","(24.1, 10.100000000000001, -1.5783719394460922)"
extreme_s03_q0026,Extreme,extreme_d07,20490710,20491712,3,0,2,d16_20,"(16.6, 2.8000000000000003, 1.250704145670669)","(22.6, 20.900000000000002, 1.250704145670669)"
extreme_s03_q0027,Extreme,extreme_d05,20490710,20491713,3,0,3,d20_inf,"(10.8, 4.4, 1.5522799247268875)","(11.200000000000001, 26.0, 1.5522799247268875)"
extreme_s03_q0028,Extreme,extreme_d06,20490710,20491714,3,0,4,d08_12,"(16.3, 12.0, 2.733724685615883)","(8.200000000000001, 15.5, 2.733724685615883)"
extreme_s03_q0029,Extreme,extreme_d07,20490711,20491711,3,1,0,d12_16,"(26.400000000000002, 20.0, 2.6078844619505315)","(13.200000000000001, 27.8, 2.6078844619505315)"
extreme_s03_q0030,Extreme,extreme_d05,20490711,20491712,3,1,1,d16_20,"(21.3, 6.1000000000000005, 1.4366377247688393)","(23.5, 22.400000000000002, 1.4366377247688393)"
extreme_s03_q0031,Extreme,extreme_d06,20490711,20491713,3,1,2,d20_inf,"(1.0, 14.0, 0.07640599300582902)","(21.900000000000002, 15.600000000000001, 0.07640599300582902)"
extreme_s04_q0032,Extreme,extreme_d07,20500710,20501710,4,0,0,d08_12,"(17.5, 5.9, 2.075894833853894)","(12.8, 14.4, 2.075894833853894)"
extreme_s04_q0033,Extreme,extreme_d05,20500710,20501711,4,0,1,d12_16,"(11.5, 7.5, 2.2916078297676727)","(2.1, 18.2, 2.2916078297676727)"
extreme_s04_q0034,Extreme,extreme_d06,20500710,20501712,4,0,2,d16_20,"(4.1000000000000005, 14.600000000000001, -0.2626090780170461)","(22.700000000000003, 9.600000000000001, -0.2626090780170461)"
extreme_s04_q0035,Extreme,extreme_d07,20500710,20501713,4,0,3,d20_inf,"(21.1, 29.0, -2.194976168732426)","(9.0, 12.200000000000001, -2.194976168732426)"
extreme_s04_q0036,Extreme,extreme_d05,20500710,20501714,4,0,4,d08_12,"(12.4, 16.0, 2.0229501890806723)","(7.300000000000001, 26.5, 2.0229501890806723)"
extreme_s04_q0037,Extreme,extreme_d06,20500711,20501711,4,1,0,d12_16,"(10.5, 25.8, -1.4622502917877087)","(12.200000000000001, 10.200000000000001, -1.4622502917877087)"
extreme_s04_q0038,Extreme,extreme_d07,20500711,20501712,4,1,1,d16_20,"(18.1, 6.4, 2.5887514319972538)","(4.0, 15.100000000000001, 2.5887514319972538)"
extreme_s04_q0039,Extreme,extreme_d05,20500711,20501713,4,1,2,d20_inf,"(18.400000000000002, 29.0, -2.2655346029916)","(4.4, 12.200000000000001, -2.2655346029916)"
